file,mu0,gamma0,beta0,eta0,kappa0,scale0
PCG4a-20180126174756.pkl,2.6641956986,7.25784932244,36.6816926065,19.4804122273,53.9677927015,1.06427558004
PCG4a-20180126175244.pkl,3.0294832962,9.66217304477,17.2980980616,67.5854918798,84.6197270794,0.474885306303
PCG4a-20180126175605.pkl,3.23268165081,7.09786542324,36.9772116648,8.78348122169,50.9858502028,2.94760918194
PCG4a-20180126180109.pkl,1.41615035176,3.66555838694,96.0768619348,90.9091699579,70.9832424662,0.891989141359
PCG4a-20180126180854.pkl,1.76102177468,0.159665535074,76.0935018955,27.8082244247,19.6634524195,0.341210098116
PCG4a-20180126181616.pkl,0.624613414776,3.48511560261,87.5228242772,13.7972331372,89.2066942947,1.70103245359
PCG4a-20180126182503.pkl,0.388570175071,8.43664862869,95.1842991641,71.1205075411,51.9175549845,0.0414315796213
PCG4a-20180126182809.pkl,0.568841677347,7.31910083762,23.4076911837,45.3202981232,53.962736486,1.06618917279
PCG4a-20180126183316.pkl,3.64345573864,6.96968515258,93.3956561725,87.3241893123,27.8122746268,1.30347132579
PCG4a-20180126184639.pkl,3.40920664946,0.717978905662,59.8104059984,85.0406653078,43.9338741931,1.68057842847
PCG4a-20180126185113.pkl,1.40729206987,7.10877920837,20.403647649,6.26970425926,23.4336677627,0.417268239813
PCG4a-20180126185938.pkl,0.187144348401,1.72709874286,74.0121608829,42.6614791181,76.6396217044,0.31482842936
PCG4a-20180126190515.pkl,3.97142309095,5.50343479613,82.867278662,77.4765780661,97.6011085926,0.148386483555
PCG4a-20180126191027.pkl,2.85707585544,6.33460255341,95.8932090451,4.48944880146,46.1465848211,2.48705060255
PCG4a-20180126191447.pkl,1.71901878564,9.1013636571,5.3439962099,2.34033005838,98.0429743942,2.32187132838
PCG4a-20180126192007.pkl,2.74471477139,4.05459677849,6.7798106328,75.1219528469,20.4880799017,0.503526255143
PCG4a-20180126192525.pkl,2.90622242004,6.62292031915,41.9166454466,25.8881911001,92.8560920188,2.35680178081
PCG4a-20180126193353.pkl,2.20330613163,0.622691610107,63.3901118814,64.3893649365,86.0633849288,1.03331717955
PCG4a-20180126193859.pkl,3.26778750537,8.0710567637,4.95478650664,21.8075612785,26.7822117069,2.87317826629
PCG4a-20180126194426.pkl,2.85215072356,6.47395277254,25.9391018669,46.4972895611,79.9635047886,0.256465332663
PCG4a-20180126195153.pkl,0.838368103629,0.882240820856,41.2040340659,23.4319328394,60.9253227298,1.6919434935
PCG4a-20180126200145.pkl,0.048954574537,8.50193921674,99.8026340435,78.9564789791,91.6037645393,2.5423672325
PCG4a-20180126201055.pkl,0.239687849596,6.82802774224,31.1753149172,90.0805460911,46.3638211168,1.25658142148
PCG4a-20180126201513.pkl,2.77293437155,6.92830462139,22.3398186389,4.96721347796,66.3070742316,1.22874050076
PCG4a-20180126201932.pkl,2.23145899187,8.30188282344,52.7034608534,88.7192928533,29.4988705486,2.78408239624
PCG4a-20180126202429.pkl,0.403502860616,8.16201605301,13.4565094008,9.12352411231,19.5121758124,1.61584372165
PCG4a-20180126203854.pkl,0.338407897351,7.80328177136,53.923363533,72.549430866,65.6540461078,1.35528075401
PCG4a-20180126204239.pkl,1.97909933365,7.84247117679,63.7619094915,6.2729024544,32.6865245371,0.0805553622445
PCG4a-20180126204822.pkl,1.06677110806,0.64648641964,6.11431616604,64.151876321,33.4081806981,2.26079658252
PCG4a-20180126205236.pkl,2.54434281956,8.91649633568,5.36959575819,73.4239716775,75.9088402329,0.0628402852341
PCG4a-20180126205629.pkl,3.06014664368,5.5523689711,38.6232480555,20.203567164,58.3445397724,0.967817402996
PCG4a-20180126205956.pkl,0.566209763587,6.68611455017,66.1620623582,42.6647616485,81.5714704184,1.01281789246
PCG4a-20180126210421.pkl,3.03225406384,8.9353594775,71.6172870066,52.0224905914,69.4385769594,1.9872154721
PCG4a-20180126210810.pkl,2.73831799792,7.53234560555,19.8791396454,30.5082947492,25.1054739013,1.87825513108
PCG4a-20180126211229.pkl,2.77863397427,5.4329739014,16.3444133552,77.3260981795,89.8442684859,1.28664685194
PCG4a-20180126211640.pkl,3.40950860619,4.26091514943,21.4060918917,72.9773603761,60.6630080219,0.926253521205
PCG4a-20180126212053.pkl,2.18806646049,2.87482361437,90.5104843296,78.6715569216,20.6712671127,2.88713104424
PCG4a-20180126212739.pkl,0.755454480969,2.29857290734,82.7695289412,90.0550919599,22.9808001463,2.90757274839
PCG4a-20180126213144.pkl,3.91375655523,3.53562968528,44.8151787098,74.6610748064,28.7387301238,2.12148006249
PCG4a-20180126213713.pkl,2.42084707191,0.348325125733,39.5108537517,69.5782169942,1.62837553432,1.3958184772
PCG4a-20180126214011.pkl,3.56097391133,4.61247846313,85.2120646402,58.0743830656,68.3946498891,1.95488552633
PCG4a-20180126220251.pkl,2.20367505065,1.57993438624,75.1672790631,91.0795157533,29.9998386748,0.046246475035
PCG4a-20180126220707.pkl,3.35175235848,6.22373536062,41.216208604,74.9371257922,59.1360353566,1.2797011729
PCG4a-20180126221116.pkl,2.72259256255,5.36702619008,70.0343470637,82.1346375288,83.2409114063,2.39282465245
PCG4a-20180126221737.pkl,1.14257963542,1.50972808597,92.3584058888,37.0133105299,19.8718329276,1.45704427962
PCG4a-20180126222134.pkl,3.84181868676,6.34949216014,93.4711668582,47.899433919,42.6164084099,2.18492922665
PCG4a-20180126222447.pkl,3.77379750288,4.63563736846,57.2458584972,5.83750190651,67.6275105579,1.73301588177
PCG4a-20180126222819.pkl,1.56602583604,9.88804232125,34.5458084519,9.16839105254,83.5537753763,2.64288390097
PCG4a-20180126223427.pkl,0.817283790512,0.853581103858,52.4201592172,0.986477252803,8.24937203842,2.93242985355
PCG4a-20180126223757.pkl,3.67839436301,6.80651671113,58.5877830797,53.7736927271,15.3112855619,2.63286812396
PCG4a-20180126224140.pkl,1.68279093027,3.78814459851,44.5541384353,63.7694053393,97.7038508509,1.13315155355
PCG4a-20180126224544.pkl,0.918705613318,9.6530862828,61.9165823285,46.9607372399,86.9453960844,1.55144649126
PCG4a-20180126224937.pkl,1.05838965701,4.31509276078,21.4480196252,90.5240975685,50.6427178824,0.926432813194
PCG4a-20180126225404.pkl,2.21302093872,5.3195808786,24.9866119055,70.5157834298,10.6594051581,2.79463256872
PCG4a-20180126225746.pkl,3.2091953178,7.43014143732,24.0266947984,29.8826908638,26.1434839107,0.964603618967
PCG4a-20180126230147.pkl,2.03469960519,9.891163853,99.2741650936,62.2507214235,13.4908340573,2.91961566384
PCG4a-20180126230752.pkl,0.131639665496,4.28707979951,83.6677786743,18.7770617846,84.1464077469,2.41979539832
PCG4a-20180126231200.pkl,1.91281674436,2.01622045829,14.5279490906,80.5672118931,59.1397580181,1.06934673944
PCG4a-20180126231851.pkl,0.364921432032,0.107715801771,42.1424807478,98.2439437862,14.8693581032,0.968698679452
PCG4a-20180126232257.pkl,1.65760478605,6.32485046229,15.4503187019,50.2810616309,6.77576709456,0.578298925588
PCG4a-20180126232913.pkl,0.344948947525,6.96622324265,83.4464437398,80.7741897516,62.2761772542,1.02139254437
PCG4a-20180126233418.pkl,1.88514022687,1.66089817492,71.6938094217,77.0705772444,2.83219959828,1.09559528703
PCG4a-20180126233723.pkl,1.13861560376,3.06453154908,15.0863518775,37.9362378905,50.8398715773,0.451343632211
PCG4a-20180126234319.pkl,3.43586136559,0.416811358276,65.3432922059,95.4433076863,2.18720636505,2.59354162762
PCG4a-20180126234705.pkl,3.56812689557,2.50706820528,82.8939298648,71.5714666023,86.0663534579,2.26687831152
PCG4a-20180126235113.pkl,3.1456942873,5.55068512048,56.5454966552,79.0305793493,69.4705798966,1.06871313233
PCG4a-20180126235520.pkl,3.97482848461,7.99138769704,84.3608457398,5.59294530708,18.1374961751,1.72220629163
PCG4a-20180126235930.pkl,1.59252413722,9.76990480023,30.1509779574,95.9191923674,44.4712984794,2.30378892108
PCG4a-20180127000302.pkl,1.50972359745,3.78839819212,54.3669406868,28.8157368661,58.1278975482,0.413333852612
PCG4a-20180127000633.pkl,0.562127629422,8.63914358295,15.0754147763,54.1525982942,37.8102835434,1.45886705205
PCG4a-20180127001020.pkl,2.89141073438,5.02165740211,90.6868808732,34.3750820649,74.9944041237,2.20278710838
PCG4a-20180127001316.pkl,3.62620473893,4.50714791355,68.3250001812,8.02929541025,21.4233340532,2.49038173641
PCG4a-20180127001613.pkl,2.66315059965,9.1371172138,3.2308899847,67.2975565767,74.3540122715,0.0879864426103
PCG4a-20180127002008.pkl,0.887809547937,7.8797684038,81.5672357791,78.9379270412,29.6233356742,2.77468200217
PCG4a-20180127002338.pkl,1.30698252921,5.8924580242,13.4612651352,21.0564893455,49.2887768766,1.1317725378
PCG4a-20180127002746.pkl,1.90241495162,9.33123845041,21.9733434573,96.8204139138,41.3856293581,2.21218246204
PCG4a-20180127003130.pkl,2.35536092636,2.23461715891,92.8663741435,36.6143705959,17.3433377802,1.81408350291
PCG4a-20180127003516.pkl,1.11048177716,8.0147902518,65.5386797893,38.2868335226,98.2241350103,2.9415391911
PCG4a-20180127004313.pkl,0.481429039146,3.66995369784,47.0674737026,98.6037661662,30.8582964025,1.0037796184
PCG4a-20180127004609.pkl,2.37619842707,5.52180717495,2.21993448198,20.4643721018,1.38114846168,1.38155081312
PCG4a-20180127005011.pkl,2.9388570323,7.6008020987,28.3382221045,32.7810559524,6.31333792789,1.60262965092
PCG4a-20180127005339.pkl,0.829950848353,5.87640688411,97.3301989795,31.6549650449,25.6661990665,0.119074543263
PCG4a-20180127005727.pkl,0.823333085477,6.7098321673,46.8774113859,58.3000894271,85.0777831995,2.89421060961
PCG4a-20180127010106.pkl,3.6978738795,7.80555029534,48.273087924,31.71803345,38.3242665014,2.37829010335
PCG4a-20180127010432.pkl,1.61991588649,1.95372932785,90.3912301059,52.8227396541,34.7038034411,2.48782807095
PCG4a-20180127010758.pkl,1.85379581937,3.1956900427,26.2962149795,49.7306187226,53.7605087595,2.72432518018
PCG4a-20180127011050.pkl,2.28774414682,8.40774652396,96.7056672824,44.0619099015,19.991933443,2.49888207699
PCG4a-20180127011403.pkl,1.72837311663,7.15388661166,55.7766547691,63.55570529,27.9156043816,0.468614108344
PCG4a-20180127011745.pkl,2.61476712684,2.36294362968,62.3956728509,47.7696288042,51.1038028493,1.11390651549
PCG4a-20180127012310.pkl,0.386449078122,0.661190333053,71.512055197,65.1047787105,22.9846796795,1.54732735907
PCG4a-20180127012646.pkl,2.0751971956,4.24547201445,3.25216714275,46.0757134666,99.2515101853,2.84084031947
PCG4a-20180127013251.pkl,0.153156132881,9.08323906151,54.7227511905,49.0891109024,61.8943794572,1.95433514551
PCG4a-20180127013536.pkl,3.14871223165,6.34485771,25.0858000999,35.8531161201,56.1717801102,0.615353555798
PCG4a-20180127014141.pkl,0.0297627502299,0.208939991334,61.079564273,91.6431767762,21.969034387,2.47862421032
PCG4a-20180127014753.pkl,0.10147045174,7.63239905544,62.9853369619,52.7983888003,18.6746367031,1.25942035398
PCG4a-20180127020118.pkl,0.334131561241,9.48285087254,95.7086789707,96.4714444485,88.3576460751,1.10157915259
PCG4a-20180127020501.pkl,3.33553883898,5.65588992946,95.6456239476,54.0477744783,59.6157503597,2.45520086366
PCG4a-20180127020906.pkl,1.37212991337,6.52356118496,4.02787325294,87.0188644379,90.9182767268,1.74658661168
PCG4a-20180127021222.pkl,0.552199626833,6.56135242042,77.835570701,4.32115832611,88.8656586087,2.56860700163
PCG4a-20180127021644.pkl,1.18758048922,6.00265968128,34.023342945,98.78492531,61.6476043576,0.912225357821
PCG4a-20180127022233.pkl,0.216063864786,9.50811856597,5.06501791016,1.33895608585,98.9494300172,1.06170286144
PCG4a-20180127022609.pkl,1.84809728166,4.1589270636,5.68400199845,6.06705467666,94.6397474375,2.89079401729
PCG4a-20180127022959.pkl,1.96643444731,3.91545869261,25.5640207601,88.9421691779,53.6197312723,0.311299884157
PCG4a-20180127023314.pkl,3.82942436769,1.90994241691,70.1773594168,65.6326136038,65.0105499694,1.39539481101
PCG4a-20180127023745.pkl,0.74978183073,0.233337690324,40.8871230721,44.9081131753,26.174985828,0.791411144234
PCG4a-20180127024145.pkl,2.26754344064,4.58546889643,68.2617610313,71.1236860344,66.6308954969,0.154969984959
PCG4a-20180127024642.pkl,0.594241244908,3.77156211347,75.1562874925,41.5062483417,39.9730236627,2.47160941362
PCG4a-20180127025102.pkl,0.515638850594,4.50869569128,38.4375035958,34.5500681384,20.3274183205,1.95215329314
PCG4a-20180127025520.pkl,2.80546513807,7.38444199118,97.8530433982,86.5783646181,81.3574798237,1.11113768425
PCG4a-20180127030107.pkl,0.324854019949,2.46450484726,35.9622319017,7.26339240929,58.3889742511,0.750930644699
PCG4a-20180127030738.pkl,3.14874281337,0.0976945165712,61.303775536,54.326743759,17.3988786887,2.79307191083
PCG4a-20180127031401.pkl,0.366536899885,3.88732005352,10.1620099506,61.5823610738,49.426717344,2.12138237134
PCG4a-20180127031715.pkl,1.41234412134,4.93871296203,73.3799246645,77.8979310114,41.6988953416,0.905824121568
PCG4a-20180127032053.pkl,3.81224436484,6.38369244103,19.1627626993,80.7227260943,54.7796522984,1.0720609787
PCG4a-20180127032454.pkl,0.710416410207,6.12687080558,20.906939141,88.7116143215,86.6163489436,2.42079710772
PCG4a-20180127032756.pkl,3.51919839387,6.99297957518,21.515337901,27.6113497275,15.141238159,2.15049005936
PCG4a-20180127033051.pkl,3.10610131344,7.80205534368,69.570101126,66.9088296526,65.9645860541,1.173781311
PCG4a-20180127033430.pkl,1.77353683874,7.83834124843,73.3952840684,70.2543080291,59.065384892,2.6003741785
PCG4a-20180127034014.pkl,1.25666613943,1.81984736074,56.8026896711,7.76459676628,30.6273458828,0.647948867392
PCG4a-20180127034354.pkl,2.84073076013,5.77772850022,19.9805605932,68.2236868549,37.6825570082,2.89018196747
PCG4a-20180127034654.pkl,1.32189547428,7.73401918223,12.1132485467,8.65526391604,98.4754875801,0.236157133556
PCG4a-20180127034944.pkl,1.72544553735,1.56576210173,33.6821925792,94.8708439016,34.3698402944,2.44062747152
PCG4a-20180127035247.pkl,2.79519909648,3.39906597973,11.9574824259,56.8423439985,81.6698614699,2.91988414815
PCG4a-20180127035654.pkl,3.037202383,3.11243128656,18.7476287227,81.5416784981,26.3520986041,0.493293340666
PCG4a-20180127040036.pkl,1.90579162393,3.57307570119,29.8091427394,48.5207177898,63.1344110718,0.966001445314
PCG4a-20180127040322.pkl,2.47979946748,7.76634018535,13.4025484614,53.4089411709,27.1587885876,0.0304367265654
PCG4a-20180127040907.pkl,1.28496754363,0.639105572156,59.663140864,90.6139872734,28.6575476488,2.91043311634
PCG4a-20180127041207.pkl,1.66879498509,8.43385524452,69.3932560288,55.5167204334,50.2212295605,0.323343418689
PCG4a-20180127041542.pkl,2.77239536385,5.18934622184,67.3553822327,3.64190161481,94.1574979234,2.04778282761
PCG4a-20180127041947.pkl,2.08124774764,8.75817791847,3.36445290504,62.9867435102,62.7907306398,0.335245552221
PCG4a-20180127042320.pkl,3.64344079926,5.3455869277,47.017513502,3.46912830556,63.3519947098,2.94751682849
