file,mu0,gamma0,theta0,theta1,eta0
PG3-20171210171300.pkl,1.23200285898,4.65715581305,0.723289951177,1.58411251531,3.95035372697
PG3-20171210171451.pkl,3.7326309306,8.7540296544,0.941250585365,7.44362060512,9.09341865204
PG3-20171210171549.pkl,1.47465446833,6.91601665599,0.630251963444,0.892474610651,2.22003505662
PG3-20171210171732.pkl,0.924322685677,4.99992591909,0.610621291357,7.51821726022,5.13636186952
PG3-20171210171941.pkl,2.59273413951,6.31232707377,0.0604767843165,7.09487962198,2.77802535096
PG3-20171210172037.pkl,3.37043089684,9.90315686335,0.895014602719,2.36111116997,6.13384905344
PG3-20171210172332.pkl,1.92227994146,5.1009735018,0.140157854776,3.20038739401,4.37961809042
PG3-20171210172740.pkl,2.79480033942,7.65205997915,0.441209919035,4.71107357917,4.48608447406
PG3-20171210172837.pkl,2.13639787442,6.32444323044,0.8808059422,3.97567744273,1.15164067482
PG3-20171210173012.pkl,0.912228532186,5.24042529776,0.574392841012,4.05640632517,9.12383707883
PG3-20171210173106.pkl,1.57531755981,4.22083417988,0.138152327898,2.88826932381,9.60984697937
PG3-20171210173244.pkl,0.146734698522,7.15643920287,0.00662377982487,1.62314721542,2.15284497362
PG3-20171210173547.pkl,3.33906333994,0.49944597391,0.990136254844,7.31433889447,3.33951326181
PG3-20171210173843.pkl,1.85062143262,1.71961340429,0.27239457485,4.25787614,1.59386477548
PG3-20171210174017.pkl,2.08623366997,4.20803797962,0.295801676118,3.47096253553,6.78440724305
PG3-20171210174311.pkl,2.0305203118,5.1735132016,0.939919614671,5.88706565934,5.0465961785
PG3-20171210174442.pkl,0.931195420712,7.437865705,0.287326138106,4.55794672121,1.81101927501
PG3-20171210174840.pkl,3.80758168615,7.13726713362,0.125485907966,4.20398575922,6.59436759863
PG3-20171210174939.pkl,2.49065462821,9.59126319167,0.885066818584,0.641412693155,7.0745595588
PG3-20171210175306.pkl,3.44305397626,4.07772227458,0.162817915299,9.57185404667,3.31401548722
PG3-20171210175452.pkl,2.02970437216,8.20366466104,0.814667175453,4.12519360924,4.69647556228
PG3-20171210175724.pkl,2.5935257023,9.81133618555,0.75561109421,4.88936236666,9.69973752989
PG3-20171210180016.pkl,0.039309086063,1.43018431891,0.308095883201,6.09853191919,2.29219305654
PG3-20171210180112.pkl,3.59053802914,2.34801810236,0.742613442635,0.298856533869,8.2341585367
PG3-20171210180256.pkl,3.59584967452,0.7731883216,0.683166913167,2.82328614129,8.35911067269
PG3-20171210180456.pkl,1.22248887984,4.62034366128,0.00349840711813,3.94324390474,6.0373895886
PG3-20171210180641.pkl,3.81909357888,5.14069255528,0.677764640076,4.7522357716,6.49937030196
PG3-20171210180819.pkl,0.334064603255,5.90261183604,0.326117934454,6.22008881019,4.0697268975
PG3-20171210181001.pkl,2.18233200674,7.01365646637,0.710430916472,5.1881715211,7.52540737286
PG3-20171210181058.pkl,2.72014625909,5.38860307329,0.0273561365232,1.6133128283,3.65398660291
PG3-20171210181243.pkl,0.175363256844,5.75731402305,0.657913977879,8.30721848492,7.87456298757
PG3-20171210181346.pkl,2.79284005104,7.63327118901,0.804721588266,0.424990720374,5.0262525017
PG3-20171210181553.pkl,3.25547038396,0.781828147917,0.618233328251,0.634983553054,2.75504893534
PG3-20171210181728.pkl,0.119501085899,8.61387026909,0.990291722081,8.52134851052,5.12682252789
PG3-20171210181901.pkl,0.802059647997,9.55622197086,0.706552200316,9.00660120888,8.15775666085
PG3-20171210182041.pkl,1.37190891341,0.0123907720628,0.815926194782,0.837882824293,4.11520086329
PG3-20171210182134.pkl,1.02084751872,5.24803712374,0.0476998232981,7.40764592514,8.0497250868
PG3-20171210182310.pkl,1.49368824861,2.92702229443,0.66472556791,9.1405222852,6.47822144267
PG3-20171210182458.pkl,1.92780331541,2.35395659406,0.346279961481,6.61146173515,4.68242088501
PG3-20171210182637.pkl,1.0971657269,5.56240036692,0.901495852881,2.0634532381,9.50127600186
PG3-20171210182822.pkl,0.783126700919,7.34222563206,0.115731357342,5.60479177075,3.82898257824
PG3-20171210183400.pkl,3.42866387026,9.32464195972,0.691050012677,5.52742464668,1.64942816945
PG3-20171210183552.pkl,2.0202948883,0.243340117348,0.204946572699,6.48509757913,6.81017917311
PG3-20171210183804.pkl,1.25331958249,0.991624129165,0.270522531778,0.851748541775,5.72767064443
PG3-20171210184035.pkl,1.58561076459,5.77216054988,0.219179623027,4.41874495632,6.57096676335
PG3-20171210184435.pkl,2.14433190763,5.27264791399,0.302162735298,5.46535096631,1.40533564565
PG3-20171210184618.pkl,3.77253075966,0.250585274877,0.413670572579,3.11839303213,4.53736699178
PG3-20171210185214.pkl,3.10681928178,3.07190207084,0.32893168949,9.66954719256,4.47987330955
PG3-20171210185311.pkl,3.87605526355,3.71307968743,0.139099518559,0.402687690002,9.33368385157
PG3-20171210185452.pkl,3.45503250268,0.506738294427,0.0128080395189,5.05540861115,9.52229603329
PG3-20171210185756.pkl,2.18024979953,6.59223109791,0.816513374651,4.38626072434,4.17606413794
PG3-20171210190055.pkl,3.90809678256,6.11412556213,0.119670401956,7.89910438604,1.9666384891
PG3-20171210190641.pkl,3.03927560465,7.91317142408,0.484637727037,5.9101451887,8.89368268104
PG3-20171210190942.pkl,3.32378772548,4.39444711495,0.0617486181116,4.94968947828,4.91838802354
PG3-20171210191237.pkl,0.285321892904,4.11697017391,0.332785276207,8.28020111802,2.54436407022
PG3-20171210191510.pkl,0.760904239036,6.96988447938,0.102222420611,5.61604726415,7.03387251772
PG3-20171210191648.pkl,0.228771703032,2.43705593167,0.40091381095,0.850739122409,8.407416809
PG3-20171210191842.pkl,3.23567526247,9.91541431896,0.680129675329,7.0307932699,9.89368600324
PG3-20171210192021.pkl,3.24343383173,3.17110314756,0.14057757604,5.84204783145,9.98811610889
PG3-20171210192116.pkl,3.13350182614,7.15170445241,0.301916559072,2.92271361701,4.11572478577
PG3-20171210192423.pkl,1.20515875794,8.31681672283,0.424587482041,6.4013459697,4.17848812042
PG3-20171210192728.pkl,1.49418774522,5.50526645834,0.360165269962,6.66116428486,3.02246941096
PG3-20171210192926.pkl,3.6825723924,5.67095680628,0.842384858324,2.20325677993,8.27418053961
PG3-20171210193109.pkl,3.86265899001,1.20744420251,0.984128007793,3.86818360632,4.45717748351
PG3-20171210193208.pkl,2.858682254,9.94645700015,0.384968600755,2.00285828726,9.76144708131
PG3-20171210193402.pkl,0.870907195258,1.39185065286,0.397296371521,7.78527369011,6.62787362898
PG3-20171210193555.pkl,3.9008468152,4.27766296228,0.761763545516,9.05829257127,7.30944664695
PG3-20171210193741.pkl,2.41418722156,8.77308674683,0.78790921074,7.52266601305,9.00472403217
PG3-20171210193925.pkl,2.00333092148,7.98941117742,0.551444866157,5.18584337239,9.00480099374
PG3-20171210194107.pkl,1.33722516911,5.35298781471,0.588827355473,5.78138133182,6.31586699275
PG3-20171210194242.pkl,0.172061713851,6.69112274635,0.0604508419734,1.47188052259,1.32808506726
PG3-20171210194342.pkl,1.25886263421,9.94569215015,0.250878819946,0.778128106579,4.30430471194
PG3-20171210194541.pkl,1.79777775662,3.0354505372,0.224770076374,3.27554100719,9.69401386335
PG3-20171210194723.pkl,2.1183995058,9.69833956121,0.160747167602,7.61262070385,8.3344655446
PG3-20171210194903.pkl,2.40709169687,7.41845540893,0.860808837593,3.24504451896,6.13253610974
PG3-20171210195037.pkl,1.32216769909,3.01777855694,0.00530356591154,8.70179385901,6.62283225739
PG3-20171210195126.pkl,1.54382847702,2.10604518222,0.374314248079,0.341962678599,4.74776924725
PG3-20171210195300.pkl,1.27993971473,7.14337507416,0.478128182654,5.75296766365,7.81415519404
PG3-20171210195444.pkl,2.86002643945,7.26461783226,0.508961827799,7.46716883396,6.05362062102
PG3-20171210195620.pkl,0.346173152141,2.86780017761,0.927682396107,1.59519967613,7.69203425456
PG3-20171210195802.pkl,0.795640033165,1.30366482759,0.989161503638,6.13195565975,6.48816466787
PG3-20171210195939.pkl,1.20486536057,9.41437925211,0.344091335962,9.67851709078,7.02768215326
PG3-20171210200144.pkl,3.35546663651,6.56669598024,0.894318038675,7.57971866907,2.80763788289
PG3-20171210200236.pkl,1.01051691217,7.91666263749,0.092396025049,6.23883514396,9.19335635689
PG3-20171210200426.pkl,2.3200273276,1.82066984324,0.782888960391,7.2669991304,8.94233286221
PG3-20171210200600.pkl,0.908011500712,9.25852334774,0.871143070529,9.95165075001,2.00218785462
PG3-20171210200727.pkl,1.95711289961,8.72173845241,0.489388008076,6.57856354363,2.39241520109
PG3-20171210200901.pkl,1.47197484132,1.80981006904,0.575608048344,4.67725468359,7.07737549441
PG3-20171210201119.pkl,3.39973827063,7.78735992829,0.026191062795,3.44988482093,5.89240114869
PG3-20171210201317.pkl,3.27983028853,6.33077064622,0.941544499382,7.92165633516,8.58953765536
PG3-20171210201607.pkl,3.38371751034,8.88085577424,0.451389932006,4.03960920206,8.16526575692
PG3-20171210201738.pkl,3.84298481145,3.14349132301,0.662974330141,1.77516359118,3.45938461827
PG3-20171210201831.pkl,3.99039863022,5.77401552729,0.772795359259,0.289245941849,7.46099551306
PG3-20171210202437.pkl,3.55460600036,3.4299006513,0.323529443155,5.21551097081,2.5405785053
PG3-20171210202531.pkl,2.00274829942,9.60710842673,0.185978580927,1.80546128579,7.88504134943
PG3-20171210202704.pkl,0.348710030146,5.66881805358,0.179748430919,5.527083655,6.91268608418
PG3-20171210202849.pkl,1.59182775202,1.42295707562,0.442592414898,3.68551537755,9.08608689229
PG3-20171210203019.pkl,1.85209264927,6.0279310859,0.154672566323,5.04184320464,7.5806011765
PG3-20171210203149.pkl,0.753907688084,7.91806609089,0.244774746834,5.75547527554,4.35482355197
PG3-20171210203247.pkl,3.13981583991,7.29224935048,0.863954124918,0.316272810382,7.55757178832
