file,mu0,gamma0,beta0,eta0,kappa0
PCG4-20171211230209.pkl,3.00483686129,9.11505188259,8.49943653246,83.9590767017,85.1593807429
PCG4-20171211230604.pkl,2.16926169153,0.183421858345,52.8681339622,11.0703508433,17.4602079414
PCG4-20171211230833.pkl,0.554169373655,6.77836568747,62.1399050387,44.9885034341,92.7828135014
PCG4-20171211231109.pkl,2.35169877302,3.28813766741,4.32473345716,66.7423603888,11.7990354921
PCG4-20171211231342.pkl,2.66149928003,5.86170797102,81.3985138412,15.2012234156,94.6738081933
PCG4-20171211231622.pkl,3.27917690079,1.21471576807,68.2656546369,71.0590647416,28.1226201512
PCG4-20171211232501.pkl,0.414072082906,6.93180865063,51.841007778,45.1642082476,51.4923644267
PCG4-20171211232750.pkl,2.86419199685,6.63105423036,17.383230652,59.774024196,79.7451673111
PCG4-20171211233035.pkl,3.32960815609,1.60843198233,95.679842011,67.7465440043,3.67532766168
PCG4-20171211233435.pkl,0.644030455959,2.31974126906,44.6808039781,4.10773241082,89.5006814262
PCG4-20171211233726.pkl,1.24125157817,7.38911429706,50.8740058222,76.3195465706,95.0290261661
PCG4-20171211234002.pkl,3.90291448355,7.47042603955,84.4681050235,65.9309975821,87.3698136952
PCG4-20171211234236.pkl,2.77258887372,7.84702719087,45.2088870303,48.4542554371,29.4321167326
PCG4-20171211234458.pkl,1.86183472807,6.59134889268,63.7013251616,13.5686646848,59.5754918207
PCG4-20171211234744.pkl,3.30457864129,9.68775523613,92.1584753552,0.98051264113,53.3137065907
PCG4-20171211235032.pkl,2.29267956946,8.2262534097,87.3979575547,87.8563207247,40.2180157745
PCG4-20171211235442.pkl,2.64497705158,0.18049073889,92.0262162675,28.0491236483,61.3097657219
PCG4-20171211235854.pkl,0.0640519732366,6.77335375648,79.9566463334,57.7837301575,37.970674354
PCG4-20171212000234.pkl,2.92628096263,0.450357990763,70.7662779251,18.6635540479,95.4686921841
PCG4-20171212000503.pkl,1.60769820118,6.15744059769,99.3060950647,34.7167567258,55.2909694431
PCG4-20171212001016.pkl,3.83577346491,0.680321238802,55.775055112,64.4370688267,39.0589167761
PCG4-20171212001249.pkl,2.57009585799,9.94786726743,9.55079930324,19.2951698832,12.0134072191
PCG4-20171212001512.pkl,1.6576571893,9.61373090996,75.5372739113,13.0547626078,41.1816483077
PCG4-20171212001739.pkl,1.80939910881,8.37186451857,88.1733021784,34.7433891047,98.601157775
PCG4-20171212002407.pkl,0.575801364111,4.74967004644,13.5406847662,9.36256525147,41.5867286212
PCG4-20171212002756.pkl,0.423229023105,7.49108970251,45.7396400911,63.7738134161,38.5097993646
PCG4-20171212003037.pkl,2.02523742136,9.74703009168,26.8326669735,78.5704612823,35.6890312097
PCG4-20171212003435.pkl,0.802483357879,1.30195066233,11.5069164075,65.2345750898,97.6178715531
PCG4-20171212004153.pkl,1.21752386452,0.460123025767,27.5335796746,32.4562346838,96.9045981139
PCG4-20171212004444.pkl,3.11265139026,7.71715407778,35.7001025979,96.1302831009,46.207054379
PCG4-20171212004716.pkl,1.42818823277,6.5005382116,93.7128129003,47.2165302214,76.2510056923
PCG4-20171212004959.pkl,1.72669019738,8.39589965169,81.6635597667,65.0078075003,97.2868223494
PCG4-20171212005209.pkl,0.522907011519,7.47134625475,3.26919603627,46.682023581,82.08593359
PCG4-20171212005436.pkl,3.91838332581,3.72640678981,20.4011548544,30.5162230862,41.5093764759
PCG4-20171212005824.pkl,0.282762028783,1.36720780479,16.7983956152,15.9414411536,70.9783267441
PCG4-20171212010205.pkl,0.158194167134,9.34711245891,16.8157338273,23.2245208408,59.545273734
PCG4-20171212010431.pkl,2.40371044896,9.0701683557,79.1538566128,22.5938367458,27.0726457553
PCG4-20171212010708.pkl,2.14946051554,4.95763041414,49.868414702,20.4142080049,9.94290891192
PCG4-20171212010935.pkl,2.90076649097,2.61077983862,82.3029762091,12.5317744231,10.9981235865
PCG4-20171212011404.pkl,1.05831029616,1.72742870345,22.2757404748,80.1742335239,56.9924519906
PCG4-20171212011643.pkl,3.93626694248,2.3205659296,17.6750989355,92.8807384985,48.7126327079
PCG4-20171212011909.pkl,3.3235182017,6.6044902145,39.2293618849,3.75853927391,24.3215659194
PCG4-20171212012314.pkl,0.0939531283851,1.61567390308,22.8078135786,46.1844138707,7.84792959846
PCG4-20171212012556.pkl,2.98141739429,7.39162466401,30.9513790591,89.462425576,37.4069752865
PCG4-20171212012828.pkl,3.5483234344,2.79413651254,69.1168058617,6.27986040852,10.3499964844
PCG4-20171212013109.pkl,2.73000294902,5.67654326719,59.4136034106,58.1963497318,99.7630948292
PCG4-20171212013343.pkl,2.56952963202,9.14985676424,21.9284334639,48.0759648142,58.3301698183
PCG4-20171212013620.pkl,1.29962736189,7.25208012567,31.9563364321,58.3292034936,10.5809381935
PCG4-20171212014028.pkl,0.640659828208,1.84396286406,8.54650274217,79.8080676005,20.2641658021
PCG4-20171212014312.pkl,3.06722540409,9.30519672373,87.6228446343,61.9856987265,37.7126189049
PCG4-20171212014539.pkl,3.13968347641,6.31517960534,68.4353797024,17.8424247599,10.9377263493
PCG4-20171212014820.pkl,3.65016157901,9.87510959775,9.77507175293,8.19182558545,58.6080198416
PCG4-20171212015039.pkl,2.5319924666,2.36991431516,19.0411781699,39.7803813028,15.6424348669
PCG4-20171212015311.pkl,3.31408825299,3.54443394171,99.7575449499,90.3248328945,59.3263731817
PCG4-20171212015647.pkl,1.55141171166,1.58022276655,52.4391961283,42.341734486,15.4868754868
PCG4-20171212015922.pkl,2.13082278623,2.00603787275,18.2400900478,83.5145942249,82.5919254495
PCG4-20171212020131.pkl,0.934714954077,7.04968648276,95.3295687035,7.43390239566,61.6951146268
PCG4-20171212020344.pkl,2.41487293971,7.56919799272,65.7546614695,3.6573295342,77.6911214083
PCG4-20171212020606.pkl,3.66699396279,5.35067447172,61.6701663087,10.4478473988,42.1414148
PCG4-20171212020830.pkl,3.28689557643,4.35011153886,98.9808071752,43.2151089302,33.0659122827
PCG4-20171212021156.pkl,2.22779837982,1.03028320589,58.3011078767,47.0976580975,77.3820537342
PCG4-20171212021538.pkl,0.326447777851,4.7619147747,35.3718269911,43.5449507601,1.31681677822
PCG4-20171212021756.pkl,2.88713549909,9.27314995783,1.42988844902,31.5154958792,54.7206823738
PCG4-20171212022200.pkl,0.0601306118025,0.419008499027,62.7456554453,82.3052479998,22.3941346997
PCG4-20171212022605.pkl,1.67927513068,0.230823880677,80.2777619221,71.7486954602,72.0307931301
PCG4-20171212022958.pkl,0.154943238074,3.18122119785,46.2795093465,28.2746760686,59.0829008652
PCG4-20171212023218.pkl,2.06419102137,1.51066590368,9.45583907903,39.4434138781,72.3338712088
PCG4-20171212023450.pkl,1.49593444549,9.26628086548,18.8175632719,48.7796323819,74.7649494015
PCG4-20171212023718.pkl,3.179620102,2.13387043617,88.4299843918,54.2833309238,50.5139410963
PCG4-20171212023954.pkl,0.991028037701,4.38774476613,30.8380675202,99.2126459304,68.6398472825
PCG4-20171212024233.pkl,2.5596126605,7.6941481059,42.5752982206,81.8659361369,84.5618105309
PCG4-20171212024507.pkl,2.87739921405,7.9363273555,19.2371733183,62.83405633,82.8863156745
PCG4-20171212024744.pkl,3.36193962323,3.93064374383,71.8999124709,86.8179607554,33.8795208139
PCG4-20171212025006.pkl,0.967998925944,9.4658372814,35.4772459065,23.4716176523,53.7765142185
PCG4-20171212025244.pkl,2.6775820934,7.18556571309,68.8241626551,89.5434473822,79.1140289225
PCG4-20171212025530.pkl,2.81628292914,1.97831373368,18.0040504586,99.5248958649,80.500513753
PCG4-20171212025808.pkl,3.38575593481,2.00276212206,86.5259476928,88.3048076953,97.1547399081
PCG4-20171212030222.pkl,0.0656065699755,4.52746744889,57.8794770924,55.0456333213,2.59857663314
PCG4-20171212030450.pkl,2.92034592516,4.74852143287,55.4339765895,55.0890793909,70.4105801845
PCG4-20171212030721.pkl,2.69715188759,3.37359557028,45.9260882824,97.379862434,92.9709138668
PCG4-20171212030949.pkl,3.82492326078,5.44672800542,74.5644982532,63.4080948476,46.1903177469
PCG4-20171212031256.pkl,3.79243440606,0.643675633673,72.9448377184,88.3059720067,17.4116898035
PCG4-20171212032353.pkl,3.62964804471,0.8139256482,10.5377633274,38.1373502915,46.1901757196
PCG4-20171212032814.pkl,3.30864854239,2.61306454692,89.418760365,97.8969034437,3.22260677731
PCG4-20171212033643.pkl,2.29447360437,0.50751493449,13.0582180265,39.9074226082,32.6356177992
PCG4-20171212033914.pkl,1.85332809731,8.39032592993,69.4759224247,48.7243789536,75.7703354561
PCG4-20171212034146.pkl,3.38011263562,4.60814010372,17.0965468297,64.8199615822,58.5221427132
PCG4-20171212034547.pkl,0.218965379455,7.7927076953,18.9961933826,63.8752038299,69.2094299394
PCG4-20171212034834.pkl,1.98889599665,9.68876684334,32.9063606365,80.1302554957,36.406431131
PCG4-20171212035929.pkl,0.797058134748,1.7531113102,55.3050071828,93.5990521676,74.2156190443
PCG4-20171212040148.pkl,1.34108969458,4.45487090889,81.2654175664,31.9616250447,66.7672747982
PCG4-20171212040432.pkl,3.09269337546,5.2129091462,71.4608682726,76.5094559408,8.08926729815
PCG4-20171212040655.pkl,3.02587668727,1.95332301731,51.0159456838,88.4418037115,47.2642983295
PCG4-20171212041645.pkl,3.66592618106,0.179871533201,28.4048271348,67.2529035914,2.22242725431
PCG4-20171212041854.pkl,1.48362570815,6.42822885912,15.3911957317,9.64754988167,94.7916212076
PCG4-20171212042118.pkl,3.28393402035,2.4463623341,15.8163202154,63.2453819329,90.4653521222
PCG4-20171212042348.pkl,3.3302544142,3.6501117459,63.3545713399,48.9858399039,58.9253229973
PCG4-20171212042737.pkl,1.71219404314,0.0230695992126,54.0350330634,34.4038127967,64.9040729966
PCG4-20171212043149.pkl,0.592185043122,2.73453591159,83.6198696477,92.9364741506,31.5760121264
PCG4-20171212043420.pkl,3.10533742784,5.56025412366,52.5652824364,8.35403939913,92.5260114959
PCG4-20171212043829.pkl,1.10706511508,0.052584063445,66.3760810315,84.9686877174,74.964764193
PCG4-20171212044103.pkl,1.17741429032,3.2590938583,46.2296760281,92.7335432349,47.2212800576
PCG4-20171212044459.pkl,0.638655079937,3.28951231089,36.6912720513,64.1284493512,5.90223011822
PCG4-20171212044843.pkl,0.225862144188,7.9965880204,3.3847424067,35.501335646,47.4194826295
PCG4-20171212045107.pkl,3.85281981458,1.84126757337,20.9792400434,8.35407763934,11.25615272
