file,mu0,gamma0,theta0,theta1,eta0,kappa0,scale0
PCG3a-20180126213028.pkl,2.77493981385,8.36560520118,0.898537054968,9.51640036242,7.97363730841,48.5279618183,0.263560021265
PCG3a-20180126213421.pkl,1.78406668924,6.93926174342,0.175512259433,7.31438686555,7.41398648892,93.0600072937,0.689129014161
PCG3a-20180126214036.pkl,3.53514251387,5.03732155283,0.186544517278,5.12572971523,8.58333508581,6.53795358093,1.45448389752
PCG3a-20180126214522.pkl,2.27546809539,7.83523917702,0.967162976833,5.18521068629,3.85032318859,43.2583789812,0.593200789904
PCG3a-20180126214856.pkl,0.325374744787,6.15286117497,0.0767121994672,7.56627117915,7.92991472856,27.5953605125,1.96568885066
PCG3a-20180126215249.pkl,3.89708277444,8.23253470729,0.620688864341,5.14595149448,0.346051895136,93.0885702994,2.60379919642
PCG3a-20180126215642.pkl,2.23780930282,7.05691104989,0.69954778254,7.66484262823,4.79538682388,59.2447233663,2.78357020081
PCG3a-20180126220050.pkl,3.14047503175,6.59905388639,0.814741149818,8.94619184184,0.854357626641,86.182006221,0.588261076181
PCG3a-20180126221022.pkl,3.34461424674,2.94402723337,0.464142896189,9.61739089136,0.664498933199,81.0689888458,0.290437967176
PCG3a-20180126221602.pkl,1.82885346551,5.45705925231,0.62313358149,4.78626618115,4.66011190852,62.4439082701,0.120002532838
PCG3a-20180126222516.pkl,0.479352537302,0.409009740396,0.386782967244,8.41930581199,1.99101362173,25.1521462194,0.563907914841
PCG3a-20180126223126.pkl,3.73597332918,5.38283114018,0.920432424282,7.88761877783,9.46696309468,42.3812568489,2.18765161351
PCG3a-20180126223833.pkl,0.352409367892,9.10043543879,0.680659537188,0.445223651607,1.40716332574,76.1224271084,0.618081996965
PCG3a-20180126224130.pkl,0.929667544685,8.10014444746,0.198625473475,2.46149588319,8.20957082416,3.81104970888,2.35395350339
PCG3a-20180126224416.pkl,1.19620414816,7.48805755397,0.310941996525,4.0370483046,0.787304858201,1.17856307109,1.26957760597
PCG3a-20180126225434.pkl,3.27490322067,1.76113615777,0.854096988954,7.99706570668,0.96469376746,86.3791608579,0.592264163593
PCG3a-20180126230012.pkl,3.01892864295,2.1255741628,0.218315968794,7.92639888585,8.86986849722,51.6961747288,0.878615581939
PCG3a-20180126230302.pkl,1.65338171437,6.55722277008,0.341378814655,6.2911874266,1.1247483507,35.8299485021,2.8243077522
PCG3a-20180126231231.pkl,3.7863321603,1.27450485812,0.109523870901,6.08534799265,1.22454704406,51.6297242857,0.965162239569
PCG3a-20180126231536.pkl,1.68201382477,9.62793329131,0.225148381147,4.37249970779,7.82605692062,46.7142106624,1.41703282164
PCG3a-20180126232550.pkl,3.86802724293,2.58845526348,0.440177859237,6.37318529733,0.219244258504,73.138103209,0.935152680242
PCG3a-20180126233103.pkl,2.46995042095,9.20030648285,0.341434654651,9.5750825442,7.78299384738,4.93913623738,2.10301473092
PCG3a-20180126233507.pkl,0.737563619106,5.78839585362,0.279141597067,1.57476969997,5.7718814955,21.1324079935,1.57124420909
PCG3a-20180126234444.pkl,3.92966326198,5.7235704978,0.793522026174,7.97453080909,1.87123476532,45.0540488126,0.573604858226
PCG3a-20180126234738.pkl,2.45067160559,3.90861058924,0.57955202077,1.20678059459,3.83047647049,20.8388976129,2.9676401854
PCG3a-20180126235058.pkl,2.49683102388,8.53426350297,0.0560842782033,1.31913365759,5.82044531148,25.590234042,1.37887216115
PCG3a-20180126235619.pkl,0.566258938293,5.68548903115,0.772410837165,1.4717006025,5.45370379101,85.2616437433,0.387916880133
PCG3a-20180127000131.pkl,1.912728591,0.34546428134,0.727284059631,1.69607448963,4.343962826,12.126734125,0.635682357749
PCG3a-20180127000711.pkl,3.17163777881,0.733583837876,0.906030288354,8.88893658228,9.62067339614,54.9057079272,0.62432207692
PCG3a-20180127001644.pkl,2.45735889819,8.28892224755,0.658261446578,6.26348405304,2.67381177859,81.0857069802,2.90274442714
PCG3a-20180127002210.pkl,3.18103117008,6.73493423663,0.882774312539,6.68030028767,2.83936752866,12.2446254928,0.956531951397
PCG3a-20180127002733.pkl,3.13988353421,7.76135573359,0.845741456015,3.93621274943,8.75526160151,96.8777604611,1.46577756195
PCG3a-20180127003044.pkl,3.19116174593,8.27219201142,0.462645825944,0.106764014319,5.06950352439,89.7845125031,2.48924532033
PCG3a-20180127004445.pkl,3.90195897893,9.77732904297,0.864319507288,9.61935906537,6.63386893197,1.04350449689,2.3826643484
PCG3a-20180127004926.pkl,0.459599696248,6.09824561386,0.926056078329,2.28121267642,0.504768330082,35.8968218009,2.45732395
PCG3a-20180127005435.pkl,0.491479152888,3.55856153087,0.551147939177,6.30028393303,2.76439682389,76.732411799,0.452698521469
PCG3a-20180127005945.pkl,3.47548404735,4.79348568133,0.414752986075,5.73426645979,4.40815343185,28.2714022959,1.88338267211
PCG3a-20180127010231.pkl,2.06612146985,6.41317743437,0.269351972374,2.13788724768,8.68214245445,91.2279899602,2.97692732491
PCG3a-20180127011306.pkl,1.11708769104,6.02757494701,0.804479250018,8.06493806099,9.27863920606,45.8983565183,0.794794544838
PCG3a-20180127011550.pkl,1.58446928452,7.04129794071,0.28200938362,3.99666836864,8.04682665585,49.441424135,1.65084911676
PCG3a-20180127012235.pkl,1.33372974426,8.33202530986,0.315892826109,2.85026815122,4.34373885367,1.52961941466,0.486116752529
PCG3a-20180127012522.pkl,1.25174579603,7.9594126076,0.653017984488,1.55238066677,7.9770157737,23.2352125983,2.88070044382
PCG3a-20180127013021.pkl,0.617322485709,7.83109328767,0.316321845217,5.30257358957,3.6264411105,98.0472662577,0.33051030616
PCG3a-20180127013653.pkl,3.72478277873,9.65101708467,0.571559822503,4.60414847498,5.46668831377,82.2271744157,2.36901424218
PCG3a-20180127014155.pkl,2.09074474168,1.99560021502,0.276765778721,3.88330216957,5.01140921577,77.5815946435,2.76155598889
PCG3a-20180127015039.pkl,2.51182539194,1.95522125557,0.929093417225,2.80481681991,9.80825292687,56.400519418,1.45251018321
PCG3a-20180127015313.pkl,3.03902552739,9.50127528245,0.871502501226,3.97629449966,1.51830367131,68.4036024078,0.496560084507
PCG3a-20180127015523.pkl,1.25908234848,4.80221054071,0.967927902885,0.722861278671,5.03236775204,21.6574858142,2.09638498385
PCG3a-20180127020225.pkl,1.97171511723,8.08553159412,0.165758498663,7.96202460473,3.6765026174,79.6781515422,0.367285219909
PCG3a-20180127020533.pkl,3.49170552829,9.8023594873,0.411318566472,2.82813095886,4.11561460441,84.4422535593,1.39325474487
PCG3a-20180127021117.pkl,2.61152723794,1.2565844237,0.428817835519,7.078546068,6.92394771831,35.5844376756,1.03435502404
PCG3a-20180127021656.pkl,1.69095182438,6.50998808338,0.702419896454,8.90533082429,8.54891384549,68.7951533233,1.42291575854
PCG3a-20180127022202.pkl,2.38527709053,3.00809577908,0.443763072921,1.99847478321,8.1072608573,95.083418535,2.43250205194
PCG3a-20180127023812.pkl,3.26381366611,5.14381896127,0.061060725208,7.0862630038,5.25028294595,53.1079907876,2.30017435724
PCG3a-20180127025103.pkl,1.35038234649,7.35943966392,0.950112171966,9.69996367285,9.13160697308,33.6831586179,1.00666175394
PCG3a-20180127025610.pkl,1.8480121625,7.16879008551,0.364831454042,3.83889035584,6.84431460934,29.9483914935,0.688586437195
PCG3a-20180127025936.pkl,2.96028756832,7.82332644927,0.299931249727,0.704012904681,7.47863223638,81.479160785,2.57907905139
PCG3a-20180127030452.pkl,1.03712496571,9.72703516483,0.728251930347,5.30846126,6.51049682081,99.9369489467,2.19054372562
PCG3a-20180127031004.pkl,0.118634617757,8.71603899939,0.777625555742,3.77640080968,0.497825428363,11.1023436568,0.014757544453
PCG3a-20180127031831.pkl,0.628003276934,3.15038762917,0.895857785269,1.16128181115,5.28051222574,64.3105327659,1.01134920108
PCG3a-20180127033214.pkl,3.26594969377,9.82170127213,0.817756379175,6.49003093919,4.95546137488,19.5432243347,2.89917082098
PCG3a-20180127033807.pkl,3.15680574747,1.04276080483,0.352079360014,5.24128116134,8.71756449428,20.8819076009,1.23877421664
PCG3a-20180127035213.pkl,3.39381376316,2.23188193958,0.223830392119,7.75230298787,3.46339849126,14.3258318269,1.61388668285
PCG3a-20180127035524.pkl,2.54981022337,5.40601404491,0.948282425315,0.0747716476676,1.18079105779,39.1738824147,1.88936029688
PCG3a-20180127040443.pkl,0.762383068666,6.32584990781,0.419688618147,8.52942536676,2.93114408916,18.152549926,1.86263839126
PCG3a-20180127041141.pkl,2.09238279567,0.743809946848,0.176774396403,0.65947498478,3.27636911177,93.5241551961,2.95628274531
PCG3a-20180127041453.pkl,2.99027070438,8.65380913363,0.377893878573,1.0612352459,0.490269964342,72.4227069789,0.201016732176
PCG3a-20180127042017.pkl,0.848995827443,3.46225864396,0.697844445731,4.03017264693,2.06672065718,7.63606707208,1.74222544307
PCG3a-20180127042842.pkl,3.85901355481,3.71190173054,0.449341257118,6.95142040771,7.00012170868,49.8887183314,0.906737420422
PCG3a-20180127043044.pkl,1.46274079553,7.77097826439,0.290877024174,7.12317857191,0.709613594665,30.0802625539,1.0856419989
PCG3a-20180127043247.pkl,2.39525361753,1.70533447009,0.908881744608,0.63964587308,6.08994881379,85.9285564241,1.8185739719
PCG3a-20180127043649.pkl,3.94082200146,6.15046515989,0.746994224626,5.07670687236,6.62384529417,47.4398137414,2.00083775244
PCG3a-20180127044027.pkl,1.91638341145,1.59676708169,0.255826471567,3.59547111349,2.62341390679,47.1372125145,1.94346866997
PCG3a-20180127044410.pkl,2.0949597414,0.112829637312,0.46261051343,4.31918559353,2.70526108401,61.3934209119,1.98505745363
PCG3a-20180127044821.pkl,2.14342489291,2.99015789395,0.480252885409,8.78380363013,9.73566326949,48.7917294974,0.36206827916
PCG3a-20180127045519.pkl,3.09677876003,1.97145547546,0.133727007614,4.92896134705,9.79950879379,11.4805471295,2.84668959948
PCG3a-20180127045803.pkl,0.602531359211,7.24120456424,0.87043715669,0.603053404594,3.19414464381,72.4492254499,0.737346336889
PCG3a-20180127050240.pkl,1.93471544625,7.64505374874,0.491861656548,9.49899099959,3.62844764317,61.9824616416,0.567283072894
PCG3a-20180127051003.pkl,3.61366151823,1.72955216239,0.700707366295,6.99998625199,2.80497418679,26.5402507199,1.7563920467
PCG3a-20180127051345.pkl,3.57733193074,4.09460402374,0.0315221822748,9.11540565833,7.81280479768,7.76079233473,2.12793501301
PCG3a-20180127052003.pkl,0.338843451766,3.2324926712,0.446990539208,3.7188910492,3.21609353491,69.9616707823,0.666911480213
PCG3a-20180127052657.pkl,2.85127125261,4.04164579952,0.0486362464665,8.72221263278,2.36559284944,76.9452527883,0.501379958529
PCG3a-20180127053045.pkl,0.227611539613,8.43497579452,0.704198460942,9.90092705955,8.88503198584,39.5561283248,1.33810786663
PCG3a-20180127055303.pkl,2.84874255019,8.92309597797,0.450383403529,5.56834117564,7.34224123099,64.5896696189,1.7039706528
PCG3a-20180127060003.pkl,2.95097756981,2.16177996439,0.395318819977,7.16282447492,4.96159292702,65.5440863441,1.93507270899
PCG3a-20180127060549.pkl,1.77025487535,6.60058826926,0.700448225919,3.23415255127,3.42840187897,58.8403931331,1.29836212777
PCG3a-20180127060927.pkl,1.56034464116,2.7749965753,0.505200596776,7.09006478851,0.700891029738,32.8130687727,1.98103033506
PCG3a-20180127061140.pkl,3.39255664825,7.69327190277,0.931349299126,0.0652475321988,9.59232765687,99.6488767724,2.93829475869
PCG3a-20180127061534.pkl,2.28705293019,3.45013890596,0.757590598156,4.70299071687,6.84457698638,52.6195014618,0.662575490205
PCG3a-20180127061919.pkl,0.196571152895,1.15845592477,0.46690599552,2.72760532518,6.05377056129,87.8684316428,2.11987911255
PCG3a-20180127062313.pkl,2.36739232513,8.04934424603,0.517332440765,7.63369345993,8.40666134325,65.235390609,2.63724022399
PCG3a-20180127062721.pkl,3.65300879644,0.365073963236,0.716739442723,5.92951985425,5.82948806828,62.9463187594,0.196847827769
PCG3a-20180127063028.pkl,0.492197510989,7.25574502991,0.24049321377,0.481155765537,3.57707073715,56.255714156,2.02622858674
PCG3a-20180127063357.pkl,1.9276857615,1.31261501522,0.0514163399706,5.19464773167,5.85698400737,62.3966033972,2.05157848451
PCG3a-20180127063607.pkl,3.6882047568,9.26872041143,0.491428751553,2.90921162761,6.20106173199,34.0243972759,1.74873182244
PCG3a-20180127064245.pkl,0.0994034595649,3.80442602141,0.791424978136,9.18450858175,1.25161373922,38.3872017036,2.65272626107
PCG3a-20180127064621.pkl,0.118456150653,6.05856510013,0.511537259151,6.74452397015,0.968500732567,98.1914251185,1.32070054985
PCG3a-20180127065012.pkl,0.189668893575,3.19987427386,0.824890819348,4.22161506775,9.21533584726,51.3225584979,0.823924576
PCG3a-20180127065223.pkl,2.13002074146,9.94834292864,0.591547444875,1.41154139114,7.82597511953,52.0604164901,2.6143044473
PCG3a-20180127065439.pkl,3.56589469902,7.94455166841,0.506810953407,0.756843253444,3.21119671802,63.9343780622,1.67272642134
PCG3a-20180127065816.pkl,0.874554511174,5.37118033507,0.639309115782,4.28713520703,5.07916523637,33.7518504203,2.28197163591
PCG3a-20180127070210.pkl,0.480723581696,5.72109053992,0.282789856225,1.23727070896,7.50489251448,97.0152973981,1.653666176
PCG3a-20180127070552.pkl,0.931093900382,1.89186976564,0.979822890627,2.38116192132,2.81256561579,67.0388465951,1.85371025938
PCG3a-20180127071054.pkl,3.88878704946,8.56457293516,0.736648232504,9.52844913127,8.79218633378,85.7985334465,2.02349230388
PCG3a-20180127071428.pkl,3.29244658217,5.68570961798,0.124870040521,7.50398990768,0.0476198547281,55.3821835427,1.18275629683
