file,mu0,gamma0,theta0,theta1,eta0,kappa0
PG3PC2-20171224013744.pkl,1.66331433079,26.9593471719,0.562017579921,1.94487402258,4.1161406848,28.6943298375
PG3PC2-20171224013945.pkl,1.09962808753,27.741335998,0.493793147876,3.06367893599,9.92684933169,86.4251997621
PG3PC2-20171224014204.pkl,1.56005688623,21.9693458022,0.172730135746,1.53522327798,1.28080464052,42.7082155007
PG3PC2-20171224014908.pkl,0.876446393545,1.61081396531,0.317887615422,5.24081288837,1.7085820443,46.8980468391
PG3PC2-20171224015313.pkl,0.535368205496,11.1585426982,0.546062203303,9.15446138894,7.9945477686,6.44162631716
PG3PC2-20171224015655.pkl,2.00091983816,2.20529716669,0.907759158437,1.20688202666,3.19881648621,23.2819289225
PG3PC2-20171224015910.pkl,2.36571163551,10.4213856846,0.0743450714266,3.13469089193,4.55021433754,73.4144012489
PG3PC2-20171224020116.pkl,1.68249923131,5.44676712492,0.119240879876,0.183533330361,9.3193817257,16.5797548663
PG3PC2-20171224020328.pkl,3.07867867778,19.2265933252,0.875837783836,8.89228061255,1.84348187495,86.170056926
PG3PC2-20171224020549.pkl,1.93523886974,26.6506306292,0.305619184698,4.10284408119,7.09964166048,58.8334136861
PG3PC2-20171224021817.pkl,0.959732895275,4.98801631414,0.951621753964,3.27270846744,6.77011605671,71.4706817582
PG3PC2-20171224022016.pkl,0.260997149212,19.6410973716,0.267822451707,0.548009714075,3.68722921705,41.0054746698
PG3PC2-20171224022215.pkl,1.01396593015,15.4585971367,0.740968800386,4.78219135905,3.37060087564,79.9777808473
PG3PC2-20171224022616.pkl,0.0812134009837,3.23926165315,0.150039046304,0.380806944876,8.11090789705,85.2512473304
PG3PC2-20171224023110.pkl,1.45473493543,8.95183494954,0.491388919397,9.96109445244,7.44616421581,90.3666831138
PG3PC2-20171224023310.pkl,0.963287567177,19.4241713911,0.389550786641,4.7946908382,6.32830900379,26.888159455
PG3PC2-20171224023525.pkl,2.07080841705,17.1876982063,0.180352698492,6.99743218207,0.933934462586,96.9070303769
PG3PC2-20171224023748.pkl,2.11182497817,21.7232946115,0.504846003295,0.545923133019,4.04739315313,73.298279142
PG3PC2-20171224024225.pkl,2.06258903286,1.6978198165,0.985310724804,1.02389530621,5.54791419317,2.98170258408
PG3PC2-20171224024621.pkl,0.14538420167,28.6598080363,0.582846824328,8.73370692717,7.06909707824,38.9250051556
PG3PC2-20171224024818.pkl,3.78180557162,2.45048283945,0.0911735637457,1.22534935475,4.16798849521,17.0078296697
PG3PC2-20171224025214.pkl,0.0249172036443,15.7432390078,0.651345964953,3.07341505396,2.44824632102,34.7128659269
PG3PC2-20171224025434.pkl,2.87730807449,14.0087316538,0.506769766597,4.04550445398,3.74026341134,13.7162158047
PG3PC2-20171224025638.pkl,1.97928519403,15.113161754,0.808896307262,5.03915763015,8.93761357562,28.4444695983
PG3PC2-20171224025850.pkl,3.53525040622,7.87290843325,0.819537050387,1.0034271201,4.27971079689,19.5908892157
PG3PC2-20171224030058.pkl,2.80835717511,2.49772026274,0.818859979842,0.765544872562,6.30020285597,91.3197325006
PG3PC2-20171224030322.pkl,1.26370490602,16.9819658563,0.646885964837,0.286610436197,0.147042753826,56.0016406285
PG3PC2-20171224030536.pkl,3.9299573235,17.0701616346,0.0776474441499,6.84762739028,5.24993237433,93.6304969876
PG3PC2-20171224030809.pkl,3.4071747758,24.2723576364,0.59177776498,0.638291919755,2.43451035916,87.7675342492
PG3PC2-20171224031219.pkl,2.07390509382,0.990006799266,0.667511346159,4.06646868033,3.35692712822,57.0719034627
PG3PC2-20171224031432.pkl,3.21788294709,15.7345150046,0.0875944387484,1.96170678401,6.94149488824,40.3939958687
PG3PC2-20171224032644.pkl,1.26430422983,16.8061173603,0.362190376568,9.95270074526,6.92961288746,19.5962361526
PG3PC2-20171224033045.pkl,3.80438692291,2.01948440867,0.333209716559,5.93591034311,9.83610564223,34.737480968
PG3PC2-20171224033305.pkl,2.85404931829,19.9104785997,0.713202966494,0.736478782072,2.99204758115,12.409625512
PG3PC2-20171224033710.pkl,0.0413243296213,0.155043769566,0.254596375749,5.53184052935,1.33138468246,11.2591906277
PG3PC2-20171224033922.pkl,2.34203414657,13.3035142286,0.262423310524,2.11694555597,8.27514364063,80.5562360519
PG3PC2-20171224034143.pkl,3.04642952424,22.2807260837,0.389707266449,4.30964540622,4.8460054352,6.73537958842
PG3PC2-20171224034357.pkl,3.05963236886,22.2233917233,0.323565933603,9.00065791333,3.50679673674,1.7298701229
PG3PC2-20171224034619.pkl,3.59347366865,25.5067342521,0.903907929893,5.54708181931,6.22249102618,21.7823866356
PG3PC2-20171224034951.pkl,0.308541938685,15.0850313101,0.876629276629,1.70598584667,5.80255592171,14.3700441004
PG3PC2-20171224035205.pkl,1.19373094762,23.6393918145,0.970007691045,0.677934203664,4.95808154686,19.1779590124
PG3PC2-20171224035606.pkl,2.32649303956,4.57865796666,0.955646041801,6.39363339626,5.39309369331,92.4521080551
PG3PC2-20171224035800.pkl,3.21628974517,6.35279040776,0.612445940452,2.4221375894,9.99636623966,28.0788343523
PG3PC2-20171224040203.pkl,3.35058909225,12.8502101945,0.790194220783,7.53869811886,7.45689142326,53.5448731814
PG3PC2-20171224040416.pkl,2.66254188032,8.69158826882,0.859285455141,0.749976561334,3.00721509528,24.1990669709
PG3PC2-20171224040635.pkl,2.19506022674,29.8827615723,0.419796674331,9.33434128304,1.08228150292,85.4506880014
PG3PC2-20171224040851.pkl,3.23245482575,16.262248926,0.551814261004,3.23365082684,1.36030969821,1.34028506503
PG3PC2-20171224043315.pkl,3.96956026018,6.72278946202,0.545154768141,7.9731865499,4.54531537607,84.1551432477
PG3PC2-20171224043517.pkl,1.78322847839,6.97326974784,0.842448570161,3.4952116959,1.33634992271,94.0660045197
PG3PC2-20171224044125.pkl,0.103837879386,25.1622354512,0.580288369032,8.30636255214,5.33365152187,74.9175090814
PG3PC2-20171224044351.pkl,3.18161987416,13.5409507627,0.724895441434,0.623501806148,0.308218685415,11.0621334124
PG3PC2-20171224044755.pkl,0.0608708336282,8.33525473198,0.587935675335,3.26944750087,9.31129897947,96.7806847903
PG3PC2-20171224045017.pkl,3.78434184384,14.1830505855,0.622625026289,0.148174370516,4.2338107536,73.1250932454
PG3PC2-20171224045327.pkl,1.89399829566,21.1134088451,0.558255225655,5.84611981678,3.96681856973,53.9627471654
PG3PC2-20171224045733.pkl,1.23271653817,1.34624087557,0.813603945617,7.60946169909,0.526439836532,69.4387043113
PG3PC2-20171224050048.pkl,0.960007440345,13.4005180559,0.100238949875,6.43983436382,6.46086994281,20.2318528752
PG3PC2-20171224050720.pkl,3.47129325773,7.60094979027,0.806543282268,9.37917798086,4.7631952141,89.7032416225
PG3PC2-20171224050925.pkl,2.03645891779,19.8987598371,0.921542541613,3.53500918891,2.74128099234,22.7078563835
PG3PC2-20171224051938.pkl,2.38361778423,14.0440734993,0.832236384954,9.98907349864,5.46131735079,31.4562995493
PG3PC2-20171224052150.pkl,1.95895489567,22.8674340762,0.536408457052,2.27875810456,2.75569637491,13.3846737879
PG3PC2-20171224052805.pkl,0.180015709035,21.5433217506,0.893889478496,1.12090078541,4.71694271504,71.8811770408
PG3PC2-20171224053151.pkl,3.47650675068,11.0112855852,0.79727584927,9.44749806954,6.50053399703,63.2924387532
PG3PC2-20171224053355.pkl,3.12546992215,14.2562993582,0.877432359749,2.37353573509,2.75208354101,82.0802519929
PG3PC2-20171224053606.pkl,2.17152145713,26.48594237,0.434326328559,4.8349465442,2.47262040465,27.2399191319
PG3PC2-20171224053947.pkl,0.484480105623,12.9001457161,0.70258849698,9.98911210663,4.2084302142,25.3686946289
PG3PC2-20171224054140.pkl,1.82081101345,11.8018898749,0.0857044934754,1.90690926099,5.58744948399,39.4468870545
PG3PC2-20171224054349.pkl,1.80351033245,28.6437097085,0.590515798457,9.83281361322,3.21711620486,90.2469368639
PG3PC2-20171224054740.pkl,3.23628996614,9.07632733952,0.585229131721,9.6302234946,9.6282591495,58.5804370258
PG3PC2-20171224054939.pkl,0.86624875216,11.2098159009,0.190695181058,5.24524514284,5.18998714848,13.1226878729
PG3PC2-20171224055138.pkl,2.33150458523,10.1877560604,0.367570079404,1.36364463315,9.56377632068,3.47368005138
PG3PC2-20171224055339.pkl,2.37883315623,14.0980663412,0.613215053852,2.64129256466,1.50528822582,14.683669626
PG3PC2-20171224055545.pkl,1.42480219035,23.6558362911,0.112129740349,1.86801502717,2.34721354412,97.6375911845
PG3PC2-20171224055749.pkl,3.91891770103,24.6358464763,0.813837215651,2.14863461803,8.87631791324,91.1765336704
PG3PC2-20171224060135.pkl,3.14095391285,8.70781704149,0.244373220205,8.1643707678,5.88965948698,51.1849954987
PG3PC2-20171224060339.pkl,0.939765396024,18.0493637703,0.0104072478002,5.6747695803,2.2699383667,15.9349878829
PG3PC2-20171224060536.pkl,2.17088918169,20.4222585839,0.947995538407,5.97081460253,4.16806694234,51.393709356
PG3PC2-20171224060927.pkl,0.338022318699,3.30099296325,0.421136725844,4.72953586674,7.48563265681,98.6630481244
PG3PC2-20171224061139.pkl,2.17635694188,29.7326654004,0.830150579371,2.93832575331,4.74049517045,62.8648947745
PG3PC2-20171224061342.pkl,3.19291307711,25.3988238549,0.0213853102457,6.97677300052,7.24045672705,3.44746150841
PG3PC2-20171224061708.pkl,0.516669881622,7.40962733535,0.596715181358,6.07786211651,1.40374860074,32.752643139
PG3PC2-20171224062024.pkl,1.82069951024,17.2865778433,0.519683214422,9.94040637991,8.24627170082,29.714005325
PG3PC2-20171224062234.pkl,1.95984224403,0.114892837063,0.246017751378,0.0707099611466,1.72623567054,6.44868926696
PG3PC2-20171224062435.pkl,1.85385558505,11.3026966175,0.573593973085,1.04905109939,8.9005098197,77.5728906708
PG3PC2-20171224062638.pkl,2.90973166008,21.7476333073,0.638086527116,7.93164466006,5.91282294631,58.0648964618
PG3PC2-20171224063242.pkl,3.10690142588,3.96045639906,0.0330010927013,5.06680185365,3.87111789531,5.52594385381
PG3PC2-20171224063440.pkl,0.788204388646,23.7799774705,0.295344183081,5.33256310536,1.30028886812,16.8141257591
PG3PC2-20171224063640.pkl,0.544350334734,23.45846905,0.272088644453,5.58777057837,2.37556902478,3.2145496408
PG3PC2-20171224063850.pkl,2.84513996298,25.6299844114,0.907809729495,5.12938331133,0.188019587376,35.5331529675
PG3PC2-20171224064037.pkl,0.410569091985,15.4576912412,0.350897073827,3.9188806551,2.28623149481,90.8403791288
PG3PC2-20171224064431.pkl,0.810588479329,19.8659175942,0.498114969829,8.23627559652,6.5803836172,16.8388914217
