file,mu0,gamma0,eta0,kappa0
PC1-20171211170113.pkl,3.33887682567,0.508946351747,25.7603744713,58.1097794531
PC1-20171211170225.pkl,-0.202069053366,8.79358180312,57.8742605298,62.0860760833
PC1-20171211170348.pkl,1.73070874642,3.22242897654,40.8706286313,28.2757190864
PC1-20171211170515.pkl,-2.82546582755,1.28182072809,60.8532121877,79.537101571
PC1-20171211170706.pkl,1.26851723899,0.681120636683,89.1711153121,4.06189819231
PC1-20171211170820.pkl,3.17349180507,5.29189626153,44.3541144215,60.9947625637
PC1-20171211170934.pkl,2.76368951175,9.23527408853,27.7002382384,95.0388475081
PC1-20171211171105.pkl,3.88536176385,1.6842087014,63.363065662,27.32273351
PC1-20171211171222.pkl,-3.51164588716,3.55211361938,67.1323677006,62.3654683649
PC1-20171211171341.pkl,0.96726144018,1.74791224821,37.7459558842,79.4147239146
PC1-20171211171454.pkl,-3.14859183695,1.65515883763,12.6358832259,41.1546344585
PC1-20171211171604.pkl,-3.22161546689,7.0929893157,27.0250227515,97.0692664449
PC1-20171211171715.pkl,3.13421465466,6.50353067081,86.3973184232,32.2634978563
PC1-20171211171910.pkl,2.38346908598,0.429707406639,72.6763877834,77.079221552
PC1-20171211172018.pkl,-3.55752145885,7.006946562,9.78030912367,98.8649137786
PC1-20171211172124.pkl,-0.0757132585179,2.30064362594,2.18932767804,92.681774931
PC1-20171211172300.pkl,1.36056673795,0.862958588856,79.6608530382,5.28149928942
PC1-20171211172438.pkl,2.58757890978,0.867583019998,69.1678754269,20.2868139254
PC1-20171211172550.pkl,-0.456744649467,8.96459670345,29.1060538603,27.5993450965
PC1-20171211172657.pkl,-3.46253527583,9.58922581554,86.5501062622,14.0210671192
PC1-20171211172806.pkl,0.0977948213732,3.26405612475,11.840961989,92.5819392832
PC1-20171211172914.pkl,-1.10568591214,9.18103246043,53.2491780529,32.2800308633
PC1-20171211173026.pkl,-3.6255904161,7.90141900356,95.6046286317,69.9064411232
PC1-20171211173141.pkl,2.10600513945,2.73658009037,70.2151334214,45.0372274338
PC1-20171211173249.pkl,-2.81197719213,1.61141295185,13.9460820145,20.0250665377
PC1-20171211173403.pkl,-3.7848021794,1.9910092169,20.0066162918,39.9690621311
PC1-20171211173515.pkl,0.223805394788,9.45030374735,8.81878323987,67.0600086711
PC1-20171211173624.pkl,-0.121589781696,4.71388433368,27.6416443521,1.23867065506
PC1-20171211173745.pkl,-2.48561119865,2.8002669741,82.2466915785,83.4996292669
PC1-20171211173902.pkl,-2.69316734647,1.34734861394,27.5048963775,44.6826185956
PC1-20171211174020.pkl,-2.70932142017,4.10069885511,52.9292868994,23.743783073
PC1-20171211174132.pkl,1.50520842174,5.16534791796,8.0451938317,88.6547940657
PC1-20171211174249.pkl,-3.06678805736,3.72355801482,85.9591635707,94.0719460518
PC1-20171211174402.pkl,1.52203873038,9.99454383324,57.0861971551,82.56006706
PC1-20171211174511.pkl,2.08263147727,5.23381317363,25.1529721519,98.5797741073
PC1-20171211174652.pkl,-0.664413901893,0.920564890293,82.3148783061,17.7330325521
PC1-20171211174805.pkl,-0.4033428163,9.95072442205,43.2897509254,91.5833365074
PC1-20171211174917.pkl,3.51029458863,8.63013404593,86.3542392504,18.9052412541
PC1-20171211175024.pkl,-2.90900842777,7.49033834164,15.489499225,12.1929334775
PC1-20171211175139.pkl,-1.45287254668,9.74148438323,65.3188432033,41.4261910568
PC1-20171211175248.pkl,2.6319979303,5.19216008914,48.9793076019,42.7395242725
PC1-20171211175415.pkl,-2.70597780991,1.54471865046,91.3994293102,76.6348163772
PC1-20171211175706.pkl,1.46790439936,7.28273991316,53.3036322351,10.3012927204
PC1-20171211175821.pkl,2.94034151816,1.70073458528,22.4844271953,86.9405057785
PC1-20171211175930.pkl,3.00627785352,4.30550606831,28.6562850646,48.1510113849
PC1-20171211180047.pkl,-3.19391816699,2.10489523419,66.8185900917,60.6712371992
PC1-20171211180200.pkl,-3.69895293128,7.96235169096,45.4214569718,9.84819995965
PC1-20171211180339.pkl,3.16736802775,0.981593737911,82.7139499492,55.4623081806
PC1-20171211180449.pkl,1.29084503498,8.53670281266,96.1767502187,74.9327700138
PC1-20171211180601.pkl,-1.18325765057,7.12477116671,99.8775994978,80.6412887234
PC1-20171211180711.pkl,1.88051282002,6.43177496525,37.928082992,98.7039302421
PC1-20171211180827.pkl,3.67435527869,8.21488173943,81.0803973301,47.8574056209
PC1-20171211180943.pkl,-1.38919377199,1.68175060594,29.4101020556,7.61681154018
PC1-20171211181054.pkl,-3.64335169541,9.55342009773,63.5810298247,38.0929513658
PC1-20171211181207.pkl,-2.62939142646,5.26826183415,6.90407245469,15.5985083659
PC1-20171211181321.pkl,3.2461685456,4.34113946329,76.5211539472,79.7495635191
PC1-20171211181434.pkl,0.52184333352,3.65196074012,29.2583709954,52.6383239834
PC1-20171211181546.pkl,-2.28550693177,5.06374131475,56.5595733421,86.0880353092
PC1-20171211181702.pkl,-3.30061799985,2.15778145684,27.1720386547,42.3039596836
PC1-20171211182425.pkl,0.554924087725,0.0208160935005,28.6665860652,3.18944267527
PC1-20171211182535.pkl,1.70616824787,3.68198975251,32.7796831855,66.6025323092
PC1-20171211182640.pkl,0.801355031662,5.98752575075,8.83766810168,2.60142029846
PC1-20171211182800.pkl,-1.45883072648,2.44842769308,73.6273274586,63.9061685745
PC1-20171211182915.pkl,0.217269000807,2.56729987462,56.0817845182,97.7104611064
PC1-20171211183051.pkl,1.85997274067,1.02234682065,89.6054704721,20.6256510946
PC1-20171211183201.pkl,3.42335139293,5.0034237123,73.5011849782,4.04562865366
PC1-20171211183311.pkl,3.41455892619,4.61612980559,17.9088297791,60.8507685213
PC1-20171211183417.pkl,0.955189373479,2.87824759849,21.7658650642,2.84065178099
PC1-20171211183524.pkl,-2.71431742882,3.23290538775,24.7912214075,66.8169704519
PC1-20171211183631.pkl,1.41091676411,7.7249237103,46.5156585199,96.7989325593
PC1-20171211183741.pkl,3.91507251759,5.86180736045,91.9248398866,49.7178585201
PC1-20171211183854.pkl,-0.497194022248,5.35445125359,33.2666757508,4.14031412744
PC1-20171211184010.pkl,-2.83698494866,5.47954586885,45.0037691466,5.16060437654
PC1-20171211184123.pkl,2.54614153532,3.62377118259,54.1634607698,5.67465248417
PC1-20171211184233.pkl,-2.17959864849,9.15518486582,31.3842395208,37.1866687315
PC1-20171211184346.pkl,0.135527058089,6.29810644756,77.555599687,88.6045110929
PC1-20171211184500.pkl,-0.628551353604,7.18113933033,52.4642464856,3.48822317348
PC1-20171211184610.pkl,3.41983009313,7.41805024451,13.6484096924,36.6088176063
PC1-20171211184744.pkl,-1.55526768584,1.46785797168,92.6720560083,35.0138854699
PC1-20171211184903.pkl,3.96202217344,3.66977726267,81.3466760983,51.3159605214
PC1-20171211185016.pkl,-0.353195739852,8.32252261222,89.2538409029,38.7680323382
PC1-20171211185128.pkl,3.86167269033,4.84536518956,61.6203942429,73.5538083985
PC1-20171211185246.pkl,-1.79205002169,2.39365844684,92.735264788,53.025074156
PC1-20171211185401.pkl,-0.657819991476,4.76537913136,67.0621466583,12.0378548353
PC1-20171211185512.pkl,3.60063987568,6.09307548813,85.7464694781,62.7764602977
PC1-20171211185632.pkl,0.949836717628,2.08600061246,50.0859651756,4.8284445944
PC1-20171211185743.pkl,1.80796921281,5.06581529419,51.4386382187,63.5961735437
PC1-20171211185909.pkl,-2.47945714857,0.639145150468,35.8270498911,53.4137202143
PC1-20171211190021.pkl,2.10402207731,8.08882315997,38.575611552,77.9994576716
PC1-20171211190131.pkl,-3.33003669206,9.56157123584,59.4356684627,1.48841392083
PC1-20171211190252.pkl,-0.625855540074,3.08133123744,75.8963398619,72.0757853603
PC1-20171211190358.pkl,-0.144965582685,9.57614117666,99.9998045896,40.2249227994
PC1-20171211190513.pkl,0.611432328594,4.38601800456,61.9557646713,6.50168563572
PC1-20171211190654.pkl,-0.596561225961,0.627890828919,52.1098375511,67.528338169
PC1-20171211190808.pkl,-2.78076674895,7.35048844148,15.0741976321,60.7582386221
PC1-20171211190921.pkl,3.607966676,0.873279739775,29.8699281968,37.4352803885
PC1-20171211191043.pkl,1.39073367454,1.94165940161,72.311636284,80.5085961294
PC1-20171211191151.pkl,3.28043165393,8.25650030771,25.7498099259,18.6818706748
PC1-20171211191258.pkl,3.56482179021,8.72126381446,34.0710222977,21.2917751698
