file,mu0,gamma0,theta0,theta1,eta0,kappa0,scale0
PG3PC2a-20171226030729.pkl,0.288550856206,27.8955996604,0.746687437269,4.67120290028,4.1919702703,88.2093489952,0.242267856024
PG3PC2a-20171226031342.pkl,2.90023412978,8.56416359549,0.45742557575,3.33804373412,5.90698847356,67.8698154981,0.0285182807811
PG3PC2a-20171226031618.pkl,2.97162075048,28.4236496914,0.00904550614242,5.15348459889,9.49315582107,63.6718372462,0.41776399118
PG3PC2a-20171226031900.pkl,1.34733833364,26.5428589132,0.337188413474,2.1532894524,0.732621857693,35.6331513374,0.708826807484
PG3PC2a-20171226032338.pkl,3.46198640766,0.887578839123,0.223551088864,1.48363673088,0.506507716715,64.8027246746,0.369393441481
PG3PC2a-20171226032604.pkl,2.54796270087,26.557847603,0.789954638276,2.93524913992,6.31557701095,10.4680996416,0.342577357807
PG3PC2a-20171226033028.pkl,0.0757102680323,12.3587610627,0.166650555231,8.33211515539,5.00130149184,56.4309030383,0.251619661682
PG3PC2a-20171226033240.pkl,2.73281775775,11.1649590306,0.931211678691,3.34835743647,5.96295015514,38.3856519629,0.249990071493
PG3PC2a-20171226033637.pkl,0.347157013015,18.6455631974,0.293027311599,7.59711870087,0.914892298795,62.4376364513,0.303221097656
PG3PC2a-20171226033903.pkl,2.8877078968,23.0019265732,0.326133872244,9.61789125438,9.23016217278,47.4197866905,0.926783138954
PG3PC2a-20171226034332.pkl,0.0998378278963,13.4359801296,0.442546847938,3.88162971686,8.74735569796,69.9441375462,0.669172188698
PG3PC2a-20171226034814.pkl,0.538245186915,3.29106922737,0.553817348253,1.33717959665,8.76537640697,81.5206533802,0.719469871498
PG3PC2a-20171226035545.pkl,2.03787587692,10.2719584994,0.121873599381,8.2818973403,9.78531163646,35.2533384006,0.599318069719
PG3PC2a-20171226035756.pkl,1.21479335253,3.28034863301,0.621318143415,0.307119291759,3.33733436525,21.5399797415,0.38063229864
PG3PC2a-20171226040212.pkl,3.63416067777,2.15886767005,0.530768145469,3.09798736387,0.381405007727,84.3292529547,0.869681740962
PG3PC2a-20171226040643.pkl,0.753904042752,0.0173924995059,0.401305428527,2.92471372749,8.16905109166,87.4412954232,0.294139112151
PG3PC2a-20171226041110.pkl,0.379987944911,16.9297529104,0.896876168054,4.97028732934,6.64952362108,55.2187101313,0.042911195033
PG3PC2a-20171226041539.pkl,1.92867863916,5.54750590296,0.932992632569,4.80058697942,9.8899759795,74.9563767405,0.305303566519
PG3PC2a-20171226041842.pkl,3.2038237179,12.1930107268,0.545499534039,5.92125100108,1.83934399523,19.1804751628,0.0607086267479
PG3PC2a-20171226042125.pkl,3.33852272977,5.64050688516,0.808890988725,0.0544525114874,2.33378887988,16.2177067914,0.113121377791
PG3PC2a-20171226042416.pkl,2.61698133117,27.7406181267,0.750786080821,0.958386784029,8.83208159482,24.4516919445,0.365384078425
PG3PC2a-20171226042845.pkl,0.601188519541,13.8532721225,0.33094341088,7.52367144233,5.46073974245,16.6260256521,0.086615077409
PG3PC2a-20171226043327.pkl,0.0706425024757,13.5970084181,0.752639843798,5.84448719411,0.354461533043,59.586377553,0.770120899462
PG3PC2a-20171226043610.pkl,2.51479694639,23.99246023,0.81632694803,8.29457838068,5.11021328464,2.68233343593,0.971773579927
PG3PC2a-20171226044059.pkl,3.58829442523,4.78934898409,0.666240299788,4.46532152456,4.84162324412,51.1824515031,0.447471292881
PG3PC2a-20171226044408.pkl,3.26838357609,27.6495434323,0.48093711128,0.761462027558,4.156570602,70.7063500878,0.487147629618
PG3PC2a-20171226044845.pkl,3.62598184633,6.03006663911,0.306080681518,9.45505589705,7.16445293647,78.6472080446,0.621482315031
PG3PC2a-20171226045327.pkl,0.933020119519,3.35290769578,0.369920974501,9.75394229541,8.51959230424,99.7772708538,0.239276724598
PG3PC2a-20171226045555.pkl,3.00800703541,4.13819281437,0.187628837965,2.57011973034,0.166516874829,2.4396442708,0.0259595294095
PG3PC2a-20171226045836.pkl,0.639161077182,28.6137766955,0.525082960985,1.60824159088,2.36245079125,59.9229482729,0.0309270780754
PG3PC2a-20171226050722.pkl,0.654044246436,6.76738254352,0.86675670165,5.175328017,8.25326235329,74.1008079567,0.0796887732441
PG3PC2a-20171226051024.pkl,2.59644609348,29.2158500805,0.0196911012171,2.00849370056,2.80140765285,18.3445126033,0.345907864321
PG3PC2a-20171226051301.pkl,0.905362619491,29.6392205553,0.582910462641,1.63524173115,5.69175273463,14.3150539521,0.950453205653
PG3PC2a-20171226051539.pkl,2.89361789734,14.8847711669,0.00446043594074,2.35622711642,8.58556417436,79.9630297721,0.833657478986
PG3PC2a-20171226051819.pkl,3.58712963385,13.8391031604,0.537227341225,0.76203159152,6.82651014513,82.3250037194,0.47398531095
PG3PC2a-20171226052102.pkl,3.43656107696,24.2158901168,0.333628608363,0.897017261765,9.74802364633,36.572361533,0.0187347722567
PG3PC2a-20171226052555.pkl,2.80323244643,3.79279609361,0.690252603033,5.41544743064,5.21326800303,65.5411960768,0.469933782839
PG3PC2a-20171226053102.pkl,2.94509289002,2.32388712552,0.810674156908,1.53548509386,5.51975779008,30.4677060302,0.984479605384
PG3PC2a-20171226054042.pkl,1.67298627647,10.6288331559,0.731528571273,6.85414990556,1.41278924006,66.9988271271,0.827084402859
PG3PC2a-20171226054319.pkl,1.15573930122,26.1141196232,0.447841648277,3.50514191797,2.87442610695,27.448535043,0.676826882338
PG3PC2a-20171226054551.pkl,1.19589576157,22.6430679045,0.418897086357,3.30523064982,5.73503518636,18.5234745351,0.370256313588
PG3PC2a-20171226054823.pkl,0.878839075603,24.7006244313,0.393426607212,2.55058418928,4.87887900537,12.7904993685,0.138193559031
PG3PC2a-20171226055320.pkl,0.0823480909164,24.4560857777,0.979915807332,7.75788698236,9.12816949855,92.4457792788,0.0209688367748
PG3PC2a-20171226055549.pkl,3.56341981328,7.10581468028,0.360897590065,1.68070565221,5.1498797287,68.4357373331,0.688511461477
PG3PC2a-20171226060155.pkl,0.82440266237,1.15491058284,0.205439317707,8.14333753382,6.79451333678,85.8801157994,0.835277041756
PG3PC2a-20171226060416.pkl,0.712262900662,29.8647204374,0.954648143889,5.28046421924,6.94854309672,70.5699347685,0.849056354683
PG3PC2a-20171226061231.pkl,3.91692213648,7.27989819214,0.852933107608,6.26506632266,6.37285728419,97.3658555626,0.607148592302
PG3PC2a-20171226061648.pkl,2.46853583776,4.78967421819,0.503754829186,4.9798231322,2.20771737658,57.3122358808,0.0843346417232
PG3PC2a-20171226061922.pkl,3.50587773189,11.8758132863,0.649789788305,3.06612101618,9.87876583504,45.3505648822,0.999710270135
PG3PC2a-20171226062407.pkl,0.0654523974679,3.81288113495,0.988616190926,6.39194876071,5.04608032172,35.6466995585,0.491770079833
PG3PC2a-20171226062845.pkl,1.6979721481,7.50676709851,0.482269852964,5.83876073972,8.17807774855,1.71313708181,0.805192348491
PG3PC2a-20171226063119.pkl,3.17315075543,14.77481324,0.190376068309,2.47407947245,4.53037285879,34.3860144136,0.731125468101
PG3PC2a-20171226063348.pkl,0.523127871975,21.5361606432,0.0963281124792,5.73703354449,1.94286220867,77.9430914812,0.475115164716
PG3PC2a-20171226063613.pkl,0.941046626808,11.5626866879,0.886244448427,2.37485807535,2.41375585144,23.6328724362,0.057496454707
PG3PC2a-20171226063950.pkl,2.4110397345,20.3312155479,0.728591077984,9.34638599964,5.7739401586,77.0241493619,0.994214946497
PG3PC2a-20171226064210.pkl,3.3813114397,11.1282198624,0.82626736621,2.87597356448,2.39771726999,35.294449048,0.641365233143
PG3PC2a-20171226064443.pkl,2.46922349021,25.2881681844,0.545299496269,7.04185371576,3.9290501093,83.8711724626,0.35941998519
PG3PC2a-20171226064710.pkl,3.05712599542,22.8585677161,0.490909030433,5.94428297306,7.05642905841,47.4137759837,0.830596665001
PG3PC2a-20171226064934.pkl,3.54475257768,11.326127204,0.665383059715,5.38055930192,2.8077951352,92.7166315193,0.621965529566
PG3PC2a-20171226065352.pkl,0.0962001447137,22.2709551689,0.222033257449,3.66805193785,6.070839309,99.8257692657,0.0767475459776
PG3PC2a-20171226065626.pkl,1.9046234845,26.2464714193,0.224811409856,6.46940869775,9.91882285045,1.46997432229,0.510648222031
PG3PC2a-20171226065850.pkl,3.30705594836,16.6213683311,0.170830673371,8.39915278558,9.61909780723,41.2471000541,0.602110237816
PG3PC2a-20171226070322.pkl,0.818298178714,25.078147244,0.729651888735,9.48863814878,9.86078044101,89.480700074,0.481502338176
PG3PC2a-20171226070557.pkl,2.79085967326,22.9673820411,0.00854797493999,5.21842316515,5.07670083101,72.1510144828,0.487046186978
PG3PC2a-20171226070853.pkl,2.60367387701,28.0619064758,0.186781929546,0.68633810575,2.79747090501,49.5373547621,0.282478129551
PG3PC2a-20171226071126.pkl,0.409307566539,28.0174826684,0.592535392396,2.72097381555,0.921741792435,49.5344819024,0.934364644174
PG3PC2a-20171226071846.pkl,0.71055562855,8.7069457967,0.122301723656,2.59480834687,0.309149049188,35.2862048315,0.246653197571
PG3PC2a-20171226072114.pkl,3.96622045167,1.67134917133,0.64136571866,0.401044494735,2.98157501707,93.0559161113,0.0408460145557
PG3PC2a-20171226072543.pkl,1.83446814614,4.92904297184,0.317648261413,8.45816512436,7.00916779954,77.3852946733,0.939546308861
PG3PC2a-20171226072820.pkl,1.87659600423,15.848857384,0.874003731518,0.597231434837,4.37205073754,19.6537618927,0.0744436198723
PG3PC2a-20171226073208.pkl,0.792930592373,27.4013954549,0.912914925909,7.58674342902,6.85485679191,89.453913701,0.296449840783
PG3PC2a-20171226073442.pkl,2.83311209543,28.4656326173,0.722592984189,6.28039667972,6.22219293516,13.6964994883,0.294958925483
PG3PC2a-20171226073914.pkl,0.127919327021,11.3423408935,0.996921157297,6.87656311631,0.13313992116,3.99392040955,0.949653583191
PG3PC2a-20171226074338.pkl,0.179898360374,15.3779055011,0.18011065639,1.41924493994,2.13754182018,12.8047717342,0.169464927357
PG3PC2a-20171226074736.pkl,1.50269046607,12.9117727331,0.791814335585,6.03851672335,5.55571565872,43.6131090633,0.610253443531
PG3PC2a-20171226075545.pkl,0.843210240357,0.277141901192,0.438199960029,8.36956883105,6.27684123958,26.5316925607,0.889365742281
PG3PC2a-20171226075829.pkl,1.53724265044,25.7136692042,0.307104153909,6.0930086618,2.73791736821,73.6938876536,0.376147726352
PG3PC2a-20171226080059.pkl,2.31356523827,13.5724450862,0.2898513707,6.4100704217,1.26257013943,90.0488247898,0.593005565314
PG3PC2a-20171226080335.pkl,3.861634832,20.4786588963,0.644663805409,1.98684849759,0.213348283742,47.4165100069,0.931271763548
PG3PC2a-20171226080833.pkl,2.86746124626,7.20174458257,0.474010995661,6.71519119457,9.78694873485,22.4945263869,0.402791067045
PG3PC2a-20171226081609.pkl,2.85471917169,7.63122109046,0.345487260649,4.42046929805,4.3771744469,1.03048711382,0.162463618762
PG3PC2a-20171226081826.pkl,1.83800773195,1.92232764307,0.443841309061,0.0590203262057,4.01023178031,7.06150696545,0.456445967
PG3PC2a-20171226082255.pkl,0.472729455582,9.53319104248,0.620564328736,9.2029967347,8.93958976758,59.1417318627,0.23463490042
PG3PC2a-20171226082726.pkl,0.966678325828,0.466526038353,0.0277470794936,1.21869534211,4.13613172645,88.3060856726,0.825801581598
PG3PC2a-20171226082950.pkl,3.57844598021,10.6208018593,0.828843003473,1.99814624125,9.5247764945,43.9103337191,0.767910405523
PG3PC2a-20171226083213.pkl,1.6623915127,18.00097349,0.391053653099,5.65317951073,1.52169279495,91.4008599403,0.276329373301
PG3PC2a-20171226083653.pkl,3.77992120025,0.922957538728,0.809456576438,5.42146599405,2.3524288988,81.4174325582,0.851287915466
PG3PC2a-20171226083919.pkl,2.76979691885,9.66792293127,0.0905496711493,1.63228258767,7.08353624242,97.8300938038,0.147418281682
PG3PC2a-20171226084345.pkl,0.567964487201,13.9437002527,0.943571832913,7.5435548349,9.03019917354,30.5031332469,0.481070243499
PG3PC2a-20171226084609.pkl,3.94121534599,4.93807304704,0.781099402165,0.964884511686,2.08989375875,63.1125683579,0.399744525832
PG3PC2a-20171226084833.pkl,3.17315408965,21.4601199596,0.325453786582,6.0059429533,6.7099894087,65.4320892864,0.579881151667
PG3PC2a-20171226085106.pkl,3.94043131266,26.5908288851,0.202611299847,1.84838773768,1.68528166372,74.1059618957,0.286222084238
PG3PC2a-20171226085532.pkl,3.73732101286,12.2299377307,0.861022674733,1.20181473299,3.01059770208,34.2456032381,0.316908518487
PG3PC2a-20171226085759.pkl,2.95552643648,10.136252602,0.234589673787,0.273453792704,3.95817982313,12.1129736674,0.781290943003
PG3PC2a-20171226090035.pkl,2.56463157162,23.9179624299,0.407266193938,2.83961881956,4.86795923839,76.6732279587,0.65787536691
PG3PC2a-20171226090500.pkl,2.95720762591,6.26878956836,0.614545411558,7.11944769661,6.73274609863,43.2841421705,0.477577836634
PG3PC2a-20171226090945.pkl,0.395669954029,8.0719963207,0.454151945286,8.69689781996,6.86865256851,4.89641275233,0.608870019701
PG3PC2a-20171226091211.pkl,3.23773273005,20.3988701947,0.0160315705807,7.09530408106,0.68533640038,41.0270340154,0.0694986238513
PG3PC2a-20171226091439.pkl,2.65787832461,19.3415530141,0.295725119765,8.40788752333,0.991709629919,35.7456661204,0.902451433749
PG3PC2a-20171226091902.pkl,2.50480221716,12.9058093201,0.941561201562,7.94873926273,9.08584497288,10.6296106326,0.808200899785
PG3PC2a-20171226092332.pkl,2.74170124213,0.329175528728,0.867624472997,3.11998768636,7.868228054,2.38538601165,0.102524792013
PG3PC2a-20171226092554.pkl,3.60498868899,5.73314291657,0.114601069576,3.70933232236,2.59844943465,70.3912255304,0.928229919833
PG3PC2a-20171226092824.pkl,2.95500444351,23.377263263,0.0213382985799,9.85003188473,5.52839712372,49.8988144221,0.0407012815634
PG3PC2a-20171226093039.pkl,2.01152677311,7.32503651193,0.0128728712345,1.17999948553,5.91917367186,65.9578541707,0.603083828308
PG3PC2a-20171226093314.pkl,2.42509180592,17.8789453868,0.0442932094465,0.239882181093,2.43024822489,8.05206451806,0.746001708442
PG3PC2a-20171226093522.pkl,1.09149720668,7.81986863401,0.0229476308144,7.44047745273,6.27309328311,79.4377786913,0.61415795078
PG3PC2a-20171226093750.pkl,3.38400273796,3.58764408601,0.968355622111,0.44472346288,3.54836322169,82.9915084322,0.963597839425
PG3PC2a-20171226094039.pkl,1.18423573399,16.5391281655,0.0228357726796,8.03257069353,0.104019293204,15.1293428702,0.494696927419
PG3PC2a-20171226094801.pkl,1.01419074813,1.21719779278,0.513496406898,9.0994585752,6.67061312413,39.8452594347,0.111631143516
PG3PC2a-20171226095156.pkl,0.34813034165,14.1489409704,0.926059552647,3.4597149146,1.10582113554,53.8075409601,0.405827541873
PG3PC2a-20171226095425.pkl,2.60774596026,27.6407926605,0.312393887721,2.32356771126,9.17479565206,71.6116134656,0.712066119496
PG3PC2a-20171226100237.pkl,1.96739067641,12.1497663847,0.994691616584,9.14637099897,1.32224611129,50.7482856943,0.751286528843
PG3PC2a-20171226100456.pkl,3.44431076193,15.3275495268,0.329285077358,6.50827977128,0.0721979376488,36.6321797277,0.575951783716
PG3PC2a-20171226100745.pkl,3.3353795297,28.7273848968,0.619400411997,1.8693284263,0.0167382893879,40.3119994689,0.858532316033
PG3PC2a-20171226101009.pkl,3.23976394879,3.88669786247,0.924324066372,0.113367515989,6.08710090869,53.3967116881,0.798496538288
PG3PC2a-20171226101432.pkl,0.0846321788884,26.7414190652,0.861534270024,3.74884556837,4.57585316656,39.3292686928,0.104490305033
PG3PC2a-20171226102220.pkl,2.86074558505,6.24480479138,0.639649414729,8.22843496812,3.97802162231,22.1319115085,0.90983718099
PG3PC2a-20171226102916.pkl,2.5770913302,19.1663277001,0.494777970035,6.36713326591,3.79840867435,40.184191522,0.632884736458
PG3PC2a-20171226103125.pkl,0.671402397779,15.5496536164,0.025935596954,7.1511464869,8.05320609693,60.5743245506,0.612856808451
PG3PC2a-20171226104437.pkl,3.07076629284,2.05329759184,0.156024726753,7.81714435416,3.50484951994,86.8811882799,0.320293071388
PG3PC2a-20171226104712.pkl,1.51041179992,24.6182494293,0.240191701231,2.96493203943,3.71005173014,95.6776906631,0.450850706455
PG3PC2a-20171226105051.pkl,0.953040657166,13.8548696694,0.505278094827,3.71642709043,7.59990443382,93.3518042867,0.764270395619
PG3PC2a-20171226105312.pkl,3.79849418928,8.44523533529,0.747493709224,0.587224452098,8.64578600777,48.5426232973,0.381626657368
PG3PC2a-20171226105539.pkl,3.95485307454,21.5617327939,0.317007363048,5.02235005294,9.74491322371,84.6359219866,0.881599698619
PG3PC2a-20171226105922.pkl,1.89545507512,4.8532660794,0.256866016156,3.64006461967,7.92448961641,98.1320445179,0.377096985938
