file,mu0,gamma0,theta0,theta1,eta0,kappa0
PCG3-20171211224750.pkl,1.38985522494,2.59342458014,0.148111197729,8.77949787922,74.6694711714,8.24799717585
PCG3-20171211225247.pkl,2.1582762486,9.52488633647,0.995989449399,4.97215918159,34.2526105146,83.2172184357
PCG3-20171211225723.pkl,0.165422673123,1.86311147848,0.49878384282,5.6533513681,96.2755012659,89.1450721523
PCG3-20171211230125.pkl,0.927542421413,3.10228300086,0.533075957166,0.638794292391,24.0627730845,41.0021447146
PCG3-20171211230333.pkl,3.28550174052,3.40497133818,0.549478197884,0.147199805798,45.4274110837,61.9983313006
PCG3-20171211230546.pkl,2.85482791719,5.45041199174,0.747170347721,0.0956884389804,43.6033913801,25.5131668687
PCG3-20171211230803.pkl,3.20980859633,8.76783686102,0.142877983769,5.49423587177,89.9641993863,12.6775031726
PCG3-20171211231336.pkl,2.03919240885,8.85176548476,0.798270985351,9.33483695981,24.4410091497,71.7964528581
PCG3-20171211231730.pkl,3.02449726764,8.37982434946,0.611132856703,4.42195091167,52.6392922465,58.6695501325
PCG3-20171211232058.pkl,3.76255970351,7.02718962223,0.0760504969885,4.92175759375,66.4707520111,1.4551240248
PCG3-20171211232437.pkl,2.0824240014,1.47352511935,0.382178986409,9.02157859049,8.25372081784,72.202701727
PCG3-20171211232817.pkl,3.99514016777,3.79452688844,0.239417391688,5.85603127488,44.0600701421,72.9000275662
PCG3-20171211233148.pkl,0.61557356039,7.38641471976,0.578996031975,8.44153558425,16.2788075541,10.9230061708
PCG3-20171211233355.pkl,1.44661677078,9.47043485646,0.542384289667,0.0978657169501,91.509795145,89.4608830281
PCG3-20171211233802.pkl,0.903247309979,1.10200092453,0.653602326688,5.41345438496,30.3729623287,62.6236582263
PCG3-20171211234028.pkl,3.1321018052,7.90418286315,0.301358935554,1.50159687225,62.1464309962,35.2420751219
PCG3-20171211234730.pkl,2.26254785332,4.12244380945,0.828919620231,5.07131457102,3.70583849301,88.7404308042
PCG3-20171211235851.pkl,3.20456080821,8.730152094,0.718408005578,9.9024025604,43.319544596,24.9839737363
PCG3-20171212000307.pkl,0.719030765831,3.56220982233,0.701300133722,3.04483541779,21.2007156043,59.5333614653
PCG3-20171212001058.pkl,2.18629917323,9.46707359389,0.413350134076,7.86600512297,10.8937075669,67.817845964
PCG3-20171212002222.pkl,1.84578561593,9.32785549303,0.508432712416,6.99605684037,89.4921832788,33.8958283631
PCG3-20171212002621.pkl,2.28682971195,2.65796460324,0.206103576226,8.09852945862,69.1837978737,85.8220860184
PCG3-20171212002836.pkl,3.99889383762,5.2371836447,0.0500250605166,7.45319520257,14.7528009484,90.0994142531
PCG3-20171212003209.pkl,1.50753305872,9.43607686845,0.852254376682,3.13143359401,15.4860372575,37.612069475
PCG3-20171212003905.pkl,2.72492975751,0.564638925994,0.21919055165,2.28858883346,80.3249591521,89.6372458542
PCG3-20171212004321.pkl,2.30127098555,0.281933213094,0.512760589806,9.31469698901,23.2520568824,52.8008269144
PCG3-20171212004706.pkl,0.0226640546666,9.86223027114,0.248828990824,2.11381104908,27.7015603116,68.1077328183
PCG3-20171212005405.pkl,0.977441496236,6.44718388273,0.617392275406,7.64709097923,43.7899242301,6.69070492122
PCG3-20171212005810.pkl,3.46535555684,3.01961696659,0.229546518501,2.93577699048,26.4819776397,96.1115071271
PCG3-20171212010842.pkl,3.51814272769,8.91564599191,0.622646854511,8.22355780023,14.8202111541,5.4644117469
PCG3-20171212011058.pkl,2.88542767732,5.39827550567,0.112715818844,8.62610069083,30.4327973645,89.2295797694
PCG3-20171212011740.pkl,0.83721731067,4.12353912016,0.23590725988,2.61172049423,84.0719844171,98.1572386339
PCG3-20171212013254.pkl,3.26365468548,0.152257604989,0.334153447493,0.647204840864,84.756879483,70.7747464531
PCG3-20171212013711.pkl,1.15426259183,4.9138450816,0.576678227129,4.75981185572,24.4683738476,90.9684476598
PCG3-20171212014122.pkl,0.214018380882,7.46627712954,0.543178913685,4.68571918329,66.2422504089,45.4127175496
PCG3-20171212014336.pkl,3.60383569858,7.01025859229,0.0299646077646,8.55113712517,91.4703385135,6.76119290421
PCG3-20171212014727.pkl,0.371372020394,6.37438680217,0.429605350656,2.56189148116,35.6682631515,2.51613340635
PCG3-20171212015059.pkl,1.26281394504,8.72183963115,0.264595741792,3.85971249412,60.6165653316,49.6823844845
PCG3-20171212015438.pkl,1.35499528405,2.90491662788,0.435317750089,1.69879339424,29.962845019,76.4131243364
PCG3-20171212015826.pkl,0.165934877192,3.60172910376,0.87539759458,3.33490475385,43.4411321781,84.9296852809
PCG3-20171212020416.pkl,3.31698237136,1.80775113414,0.255726106252,5.50262948349,0.463840097271,63.0055816391
PCG3-20171212020746.pkl,1.09556809129,2.22844888871,0.240710648402,1.25696568482,42.2968994958,62.3975905722
PCG3-20171212021604.pkl,3.91601270711,9.39855597205,0.973134987818,4.23433404761,16.7246873854,20.4134153612
PCG3-20171212021854.pkl,3.9330516986,6.13832047315,0.840899075098,1.31990258244,39.5737781636,1.92699383085
PCG3-20171212022253.pkl,1.98114785072,6.09350256571,0.266250961697,8.57501137824,89.6018585416,29.5366005067
PCG3-20171212022702.pkl,3.43741197037,4.92699680706,0.919643275359,5.83748153006,42.1659261641,43.0383534682
PCG3-20171212023118.pkl,3.78368109887,0.983695390893,0.340609160371,6.84931780031,75.8554802089,68.2592924006
PCG3-20171212023642.pkl,0.160004761405,9.0183321493,0.655666472417,7.13749283548,80.9790449451,89.7315594646
PCG3-20171212024005.pkl,3.8882997525,4.5411453952,0.188747371924,3.80158694889,54.0788799941,82.0430930903
PCG3-20171212024357.pkl,0.077670617129,7.99536913719,0.560658045317,4.96831042885,69.5562921028,47.7400969761
PCG3-20171212024730.pkl,3.66317357529,0.748408628018,0.278393142592,5.90932131168,22.4900747235,57.6594149467
PCG3-20171212024932.pkl,2.41156989356,8.47084456058,0.149353287799,5.09957136709,35.5990774483,13.8174676973
PCG3-20171212025313.pkl,0.13680310268,6.17870825899,0.358854394566,2.0148441216,47.1052641923,8.16317061444
PCG3-20171212025721.pkl,3.43009300705,1.94592882651,0.420474777895,2.24596061133,88.9498086437,68.342883298
PCG3-20171212030058.pkl,0.995097364812,1.25773371386,0.426277698491,3.50942983407,43.284272622,76.0170914763
PCG3-20171212031221.pkl,3.42164441428,3.69275152242,0.329962725143,1.80183385331,39.1040938091,37.8521261768
PCG3-20171212031545.pkl,2.98571591749,7.71222137945,0.977843898954,5.40460087095,34.9721751635,58.8189345445
PCG3-20171212031930.pkl,0.326932393261,0.258741858076,0.272562419864,6.52757960145,63.3290342401,6.37631924967
PCG3-20171212032327.pkl,1.78602329767,5.75591637362,0.356366426837,5.16224014905,91.9732742415,73.1571293698
PCG3-20171212032535.pkl,2.3038161365,7.07591476766,0.255902990944,2.60849976575,90.2609100868,56.7193892666
PCG3-20171212032927.pkl,3.28282482429,2.52910635867,0.314880085266,2.73073788378,22.3535369895,6.65737269995
PCG3-20171212033246.pkl,0.198123412095,8.22266983256,0.286351578846,6.06070810146,13.1664118223,88.6082578565
PCG3-20171212033614.pkl,1.28663213314,8.54261382015,0.604500125145,9.8536796828,7.40015103026,76.4087084098
PCG3-20171212034358.pkl,3.45232605173,3.98944703694,0.19763762989,5.41744163789,43.8784420932,75.538990846
PCG3-20171212034722.pkl,3.46110804357,0.658757254628,0.424426523648,8.12329374757,9.70013656407,23.2712255693
PCG3-20171212034925.pkl,1.85678588918,4.14089864982,0.122939591655,2.79901913146,77.6927582221,16.0709463129
PCG3-20171212035304.pkl,0.149471644744,4.87610974511,0.726614260081,2.62079163624,48.1472481974,27.3233018388
PCG3-20171212035640.pkl,1.64818960271,6.42137513179,0.441293674946,8.24223399562,8.73330849428,87.0860952926
PCG3-20171212035840.pkl,2.45924934782,7.45952787863,0.817243561277,1.70227556562,45.6133151369,76.3811118569
PCG3-20171212040052.pkl,3.19574482566,5.49127906566,0.7716117027,0.140041276588,2.20663318763,92.9136311335
PCG3-20171212040601.pkl,1.0088298078,0.381030625932,0.438986487332,0.423189023214,90.9447323227,50.2373113406
PCG3-20171212040943.pkl,3.92722777208,2.52998114145,0.933279232307,2.69657875878,43.247858033,14.9325504599
PCG3-20171212041542.pkl,3.69776483331,4.8633275907,0.824350997482,6.29160402257,42.9140996232,44.7531021942
PCG3-20171212042215.pkl,2.49204051937,0.0991597138086,0.874433198531,3.19046991928,90.889850415,69.6216815097
PCG3-20171212042540.pkl,3.86959612631,6.32998144837,0.199733478176,9.65196715706,15.5949387483,56.8096365731
PCG3-20171212042922.pkl,2.84244543834,9.99012084406,0.723955770254,5.62630089363,58.0283461069,8.31442828953
PCG3-20171212043252.pkl,0.804842318021,1.71536524746,0.176658061628,4.82454924514,29.4357943415,15.7654057505
PCG3-20171212043458.pkl,1.35445707318,6.58059788851,0.207743019153,3.18638552252,74.3661528152,34.8198520896
PCG3-20171212043902.pkl,2.41172289383,1.00739371655,0.771211976964,8.84673213436,17.7651530931,40.882924984
PCG3-20171212044248.pkl,0.166321464297,0.140618267396,0.301954508155,3.56470903976,57.2727846993,90.1980163706
PCG3-20171212044439.pkl,0.792693998568,6.24315870085,0.0939341311856,5.49774989579,36.64573875,85.0708302015
PCG3-20171212044640.pkl,3.35161466736,7.97326507652,0.104767912989,6.8952611368,25.1821952312,39.2317668804
PCG3-20171212044837.pkl,2.02718520745,6.29581838121,0.231505965566,0.467308008238,17.6576909741,97.8768851023
PCG3-20171212045405.pkl,0.180247502775,4.35361684744,0.711074484243,3.85849481753,71.1012125073,9.478569187
PCG3-20171212045613.pkl,1.22523939881,9.05945935146,0.0630756224674,6.18584085249,33.4849782062,45.4163530116
PCG3-20171212050819.pkl,2.28681163474,6.57770848521,0.969622328793,7.79326802921,93.294593477,59.5885942063
PCG3-20171212051652.pkl,1.78580532873,3.02131933002,0.810401917293,8.10070767262,57.6819424187,78.752435093
PCG3-20171212051854.pkl,1.36031459478,9.41745848474,0.0983278676009,2.68490742762,96.3250927231,38.7619115346
PCG3-20171212052056.pkl,3.57114707742,9.99483427427,0.184291038529,4.955123003,68.0391463045,99.2333149849
PCG3-20171212052304.pkl,3.87505589642,1.42357431745,0.649123565408,0.732051166366,2.23933219036,59.9975789819
PCG3-20171212052508.pkl,2.73791415505,7.71165032972,0.1979754954,3.91576267919,26.7045473553,11.3371543664
PCG3-20171212052840.pkl,0.0671924729784,6.00681159822,0.308696482584,0.70255489708,0.125403205785,45.4685895363
PCG3-20171212053045.pkl,1.81527569818,8.99264834061,0.102909591045,9.06046886617,72.6469206986,65.2343121911
PCG3-20171212054232.pkl,2.50150589759,1.86478627018,0.694756659286,6.59665777764,73.0382299048,37.3549010365
PCG3-20171212054606.pkl,2.82970077355,5.31143337353,0.747498998706,2.72738137051,57.0709997049,70.7778536952
PCG3-20171212055522.pkl,0.489526790565,9.36736268667,0.649119600337,7.59695746393,61.8077673905,53.6756627094
PCG3-20171212055911.pkl,1.64168557839,0.150288613137,0.595315988545,5.92307276836,9.44364145339,53.7110464759
PCG3-20171212060219.pkl,2.44333797481,8.7607420645,0.0451552836168,3.54101607759,8.73260874186,71.9356828835
PCG3-20171212060419.pkl,2.25911371755,3.41670079007,0.0554094409184,0.814556279817,42.4838722992,13.1532660671
PCG3-20171212060826.pkl,0.604852697722,5.11755457854,0.343910924611,8.96101700168,89.1643953068,46.9432769526
PCG3-20171212061228.pkl,3.39769017146,3.35756767071,0.499785640926,9.84426404653,78.1830139928,78.7746460858
PCG3-20171212062038.pkl,1.68435946537,2.67610293135,0.289211478843,5.23697730358,86.4867049232,24.6606358134
PCG3-20171212062619.pkl,3.96101074799,9.49966307367,0.964649171304,1.84091347812,34.3459522965,74.3516397741
PCG3-20171212062825.pkl,1.16298537739,9.67587686286,0.29584827445,1.22345188236,70.6201875156,47.5406136797
PCG3-20171212063021.pkl,2.66048976276,2.88819389702,0.0029811721642,9.46625163576,55.1434454129,65.6324913698
PCG3-20171212063227.pkl,3.12213426028,3.77248413922,0.223178793009,1.54858873942,26.5422188186,80.4022589508
PCG3-20171212063713.pkl,0.663521649641,9.94175450617,0.239152244496,9.37845464415,95.5257562179,41.4569100669
PCG3-20171212064032.pkl,1.90304279705,2.23552511172,0.269007898728,2.86860753221,26.3561547859,52.9752891826
PCG3-20171212065140.pkl,1.73295811407,3.50247454889,0.595347944184,3.66947997408,91.4845787869,17.7795519388
PCG3-20171212065330.pkl,2.4311130106,2.31332389533,0.598525121868,0.844638869104,9.83665305086,44.4616000861
PCG3-20171212070346.pkl,2.93010250665,1.76552026297,0.522481352218,4.60646807994,93.1233462684,24.5122519338
PCG3-20171212070756.pkl,1.0115707052,6.16276939311,0.429450164759,3.84676770061,87.1219092317,43.2151384578
PCG3-20171212071012.pkl,2.38948568176,7.7462598148,0.175430782523,9.04738208609,36.4040391618,55.04120244
PCG3-20171212071211.pkl,2.9055670593,5.47016740298,0.0762692895231,0.0704433698796,30.2879596851,81.6995729391
PCG3-20171212071412.pkl,3.4438152738,9.2845022825,0.320154847846,7.08801316406,68.1790909022,61.8965497598
PCG3-20171212072544.pkl,3.70738711082,4.10836474494,0.842753589091,6.38216986273,83.0765248924,28.362114611
